api_number,depth_top,depth_bot,thickness,porosity
42-285-33804,91.44,243.84,152.4,0.15
42-285-33805,91.44,243.84,152.4,0.15
42-285-33806,91.44,243.84,152.4,0.15
42-285-33807,792.48,926.592,134.112,0.15
42-285-33808,213.9696,244.4496,30.48,0.15
42-285-33810,213.9696,244.4496,30.48,0.15
42-285-33811,213.9696,244.4496,30.48,0.15
42-285-33815,792.48,41.4528,-751.0272,0.15
42-285-33816,1274.064,1612.392,338.328,0.15
42-285-33817,91.44,243.84,152.4,0.15
42-285-33818,91.44,243.84,152.4,0.15
42-285-33819,91.44,243.84,152.4,0.15
42-285-33821,792.48,72.8472,-719.6328,0.15
42-285-33822,197.2056,227.6856,30.48,0.15
42-285-33824,197.2056,227.6856,30.48,0.15
42-285-33825,197.2056,227.6856,30.48,0.15
42-285-33829,207.8736,238.3536,30.48,0.15
42-285-33830,207.8736,238.3536,30.48,0.15
42-285-33831,73.7616,236.22,162.4584,0.15
42-285-33832,243.84,670.56,426.72,0.15
42-285-33833,243.84,670.56,426.72,0.15
42-285-33834,243.84,670.56,426.72,0.15
42-285-33840,487.68,548.64,60.96,0.15
42-285-33841,487.68,548.64,60.96,0.15
42-285-33842,396.24,487.68,91.44,0.15
42-285-33843,396.24,487.68,91.44,0.15
42-285-33844,670.56,731.52,60.96,0.15
42-285-33845,670.56,731.52,60.96,0.15
42-285-33848,207.8736,238.3536,30.48,0.15
42-285-33850,243.84,304.8,60.96,0.15
42-285-33851,243.84,304.8,60.96,0.15
42-285-33852,655.32,716.28,60.96,0.15
42-285-33853,655.32,716.28,60.96,0.15
42-285-33854,162.1536,328.2696,166.116,0.15
42-285-33856,670.56,731.52,60.96,0.15
42-285-33857,670.56,731.52,60.96,0.15
42-285-33858,189.5856,368.1984,178.6128,0.15
42-285-33861,91.44,121.92,30.48,0.15
42-285-33862,640.08,701.04,60.96,0.15
42-285-33863,640.08,701.04,60.96,0.15
42-285-33864,91.44,121.92,30.48,0.15
42-285-33865,91.44,121.92,30.48,0.15
42-285-33866,381,396.24,15.24,0.15
42-285-33867,381,396.24,15.24,0.15
42-285-33868,40.2336,248.412,208.1784,0.15
42-285-33869,220.6752,251.1552,30.48,0.15
42-285-33870,220.6752,251.1552,30.48,0.15
42-285-33871,487.68,548.64,60.96,0.15
42-285-33872,487.68,548.64,60.96,0.15
42-285-33873,487.68,548.64,60.96,0.15
42-285-33874,487.68,548.64,60.96,0.15
42-285-33875,220.6752,251.1552,30.48,0.15
42-285-33881,211.5312,409.6512,198.12,0.15
42-285-33887,731.52,792.48,60.96,0.15
42-285-33888,731.52,792.48,60.96,0.15
42-285-33890,441.96,457.2,15.24,0.15
42-285-33891,211.5312,409.6512,198.12,0.15
42-285-33898,43.8912,252.984,209.0928,0.15
42-285-33899,165.2016,349.9104,184.7088,0.15
42-285-33900,731.52,792.48,60.96,0.15
42-285-33901,731.52,792.48,60.96,0.15
42-285-33902,731.52,792.48,60.96,0.15
42-285-33903,230.124,262.128,32.004,0.15
42-285-33909,426.72,487.68,60.96,0.15
42-285-33910,426.72,487.68,60.96,0.15
42-285-33911,426.72,487.68,60.96,0.15
42-285-33915,762,457.2,-304.8,0.15
42-285-33926,234.696,259.08,24.384,0.15
42-285-33932,731.52,792.48,60.96,0.15
42-285-33933,731.52,792.48,60.96,0.15
42-285-33934,853.44,883.92,30.48,0.15
42-285-33935,853.44,883.92,30.48,0.15
42-285-33939,53.9496,246.5832,192.6336,0.15
42-285-33940,60.96,182.88,121.92,0.15
42-285-33941,60.96,182.88,121.92,0.15
42-285-33942,183.4896,352.9584,169.4688,0.15
42-285-33943,17.0688,218.5416,201.4728,0.15
42-285-33944,32.004,234.696,202.692,0.15
42-285-33945,91.44,213.36,121.92,0.15
42-285-33946,91.44,213.36,121.92,0.15
42-285-33947,137.16,167.64,30.48,0.15
42-285-33948,137.16,167.64,30.48,0.15
42-285-33950,152.4,182.88,30.48,0.15
42-285-33954,487.68,548.64,60.96,0.15
42-285-33955,487.68,548.64,60.96,0.15
42-285-33956,853.44,883.92,30.48,0.15
42-285-33957,853.44,883.92,30.48,0.15
42-285-33961,533.4,594.36,60.96,0.15
42-285-33965,548.64,670.56,121.92,0.15
42-285-33972,121.92,152.4,30.48,0.15
42-285-33973,121.92,152.4,30.48,0.15
42-285-33975,121.92,152.4,30.48,0.15
42-285-33978,792.48,926.592,134.112,0.15
42-285-33979,228.6,259.08,30.48,0.15
42-285-33980,228.6,259.08,30.48,0.15
42-285-33981,228.6,259.08,30.48,0.15
42-285-33985,813.816,1298.448,484.632,0.15
42-285-33992,746.76,1219.2,472.44,0.15
42-285-33993,792.48,926.592,134.112,0.15
42-285-33995,792.48,926.592,134.112,0.15
42-285-33996,304.8,365.76,60.96,0.15
42-285-33997,304.8,365.76,60.96,0.15
42-285-33998,304.8,365.76,60.96,0.15
42-285-33999,304.8,365.76,60.96,0.15
42-285-34007,121.92,152.4,30.48,0.15
42-285-34008,121.92,152.4,30.48,0.15
42-285-34009,121.92,152.4,30.48,0.15
42-285-34010,411.48,472.44,60.96,0.15
42-285-34011,411.48,472.44,60.96,0.15
42-285-34012,411.48,472.44,60.96,0.15
42-285-34013,411.48,472.44,60.96,0.15
42-285-34014,60.96,182.88,121.92,0.15
42-285-34015,60.96,182.88,121.92,0.15
42-285-34016,60.96,182.88,121.92,0.15
42-285-34017,60.96,182.88,121.92,0.15
42-285-34019,213.36,243.84,30.48,0.15
42-285-34020,60.96,182.88,121.92,0.15
42-285-34021,60.96,182.88,121.92,0.15
42-285-34022,60.96,182.88,121.92,0.15
42-285-34023,60.96,182.88,121.92,0.15
42-285-34025,844.296,1194.816,350.52,0.15
42-285-34027,213.36,243.84,30.48,0.15
42-285-34035,731.52,792.48,60.96,0.15
42-285-34036,731.52,792.48,60.96,0.15
42-285-34038,731.52,792.48,60.96,0.15
42-285-34039,121.92,152.4,30.48,0.15
42-285-34040,121.92,152.4,30.48,0.15
42-285-34041,121.92,152.4,30.48,0.15
42-285-34042,152.4,304.8,152.4,0.15
42-285-34043,152.4,304.8,152.4,0.15
42-285-34045,304.8,305.1048,0.3048,0.15
42-285-34046,1036.32,1301.496,265.176,0.15
42-285-34047,121.92,152.4,30.48,0.15
42-285-34048,121.92,152.4,30.48,0.15
42-285-34049,121.92,152.4,30.48,0.15
42-285-34051,518.16,579.12,60.96,0.15
42-285-34052,518.16,579.12,60.96,0.15
42-285-34057,152.0952,334.9752,182.88,0.15
42-285-34058,182.88,365.4552,182.5752,0.15
42-285-34059,137.16,320.04,182.88,0.15
42-285-34060,137.16,320.04,182.88,0.15
42-285-34061,670.56,731.52,60.96,0.15
42-285-34062,167.64,350.52,182.88,0.15
42-285-34063,167.64,350.52,182.88,0.15
42-285-34064,243.84,274.32,30.48,0.15
42-285-34065,243.84,274.32,30.48,0.15
42-285-34066,243.84,274.32,30.48,0.15
42-285-34067,243.84,274.32,30.48,0.15
42-285-34068,91.44,243.84,152.4,0.15
42-285-34069,91.44,243.84,152.4,0.15
42-285-34070,818.0832,1316.736,498.6528,0.15
42-285-34072,975.36,1036.32,60.96,0.15
42-285-34073,975.36,1036.32,60.96,0.15
42-285-34074,487.68,548.64,60.96,0.15
42-285-34075,487.68,548.64,60.96,0.15
42-285-34076,121.92,152.4,30.48,0.15
42-285-34077,121.92,152.4,30.48,0.15
42-285-34080,731.52,792.48,60.96,0.15
42-285-34081,731.52,792.48,60.96,0.15
42-285-34082,792.48,926.592,134.112,0.15
42-285-34086,60.96,182.88,121.92,0.15
42-285-34087,60.96,182.88,121.92,0.15
42-285-34088,243.84,274.32,30.48,0.15
42-285-34089,243.84,274.32,30.48,0.15
42-285-34090,213.36,411.48,198.12,0.15
42-285-34091,213.36,411.48,198.12,0.15
42-285-34094,762,822.96,60.96,0.15
42-285-34095,762,822.96,60.96,0.15
42-285-34098,731.52,792.48,60.96,0.15
42-285-34099,731.52,792.48,60.96,0.15
42-285-34100,731.52,792.48,60.96,0.15
42-285-34102,487.68,548.64,60.96,0.15
42-285-34103,487.68,548.64,60.96,0.15
42-285-34104,670.56,731.52,60.96,0.15
42-285-34105,670.56,731.52,60.96,0.15
42-285-34107,792.48,926.592,134.112,0.15
42-285-34108,533.4,594.36,60.96,0.15
42-285-34110,533.4,594.36,60.96,0.15
42-285-34111,669.9504,729.3864,59.436,0.15
42-285-34112,670.56,731.52,60.96,0.15
42-285-34114,121.92,152.4,30.48,0.15
42-285-34115,807.72,944.88,137.16,0.15
42-285-34118,137.16,320.04,182.88,0.15
42-285-34119,137.16,320.04,182.88,0.15
42-285-34125,701.04,762,60.96,0.15
42-285-34129,152.4,182.88,30.48,0.15
42-285-34130,152.4,182.88,30.48,0.15
42-285-34131,137.16,167.64,30.48,0.15
42-285-34132,137.16,167.64,30.48,0.15
42-285-34133,137.16,167.64,30.48,0.15
42-285-34134,152.0952,334.9752,182.88,0.15
42-285-34135,152.0952,334.9752,182.88,0.15
42-285-34136,670.56,731.52,60.96,0.15
42-285-34137,670.56,731.52,60.96,0.15
42-285-34140,231.648,262.128,30.48,0.15
42-285-34141,231.648,262.128,30.48,0.15
42-285-34145,975.36,1036.32,60.96,0.15
42-285-34146,975.36,1036.32,60.96,0.15
42-285-34147,652.272,908.304,256.032,0.15
42-285-34148,792.48,926.592,134.112,0.15
42-285-34152,228.6,313.944,85.344,0.15
42-285-34154,426.72,487.68,60.96,0.15
42-285-34155,426.72,487.68,60.96,0.15
42-285-34156,76.2,106.68,30.48,0.15
42-285-34157,213.36,243.84,30.48,0.15
42-285-34158,213.36,243.84,30.48,0.15
42-285-34159,213.36,243.84,30.48,0.15
42-285-34160,213.36,243.84,30.48,0.15
42-285-34162,76.2,106.68,30.48,0.15
42-285-34166,701.04,792.48,91.44,0.15
42-285-34168,121.92,152.4,30.48,0.15
42-285-34169,121.92,152.4,30.48,0.15
42-285-34170,121.92,152.4,30.48,0.15
42-285-34174,121.92,152.4,30.48,0.15
42-285-34175,121.92,152.4,30.48,0.15
42-285-34177,152.4,335.28,182.88,0.15
42-285-34178,152.4,335.28,182.88,0.15
42-285-34181,128.016,158.496,30.48,0.15
42-285-34182,128.016,158.496,30.48,0.15
42-285-34183,533.4,594.36,60.96,0.15
42-285-34184,533.4,594.36,60.96,0.15
42-285-34189,731.52,792.48,60.96,0.15
42-285-34190,731.52,792.48,60.96,0.15
42-285-34195,121.92,152.4,30.48,0.15
42-285-34196,121.92,152.4,30.48,0.15
42-285-34197,121.92,152.4,30.48,0.15
42-285-34199,740.664,908.304,167.64,0.15
42-291-00202,1011.936,1539.8496,527.9136,0.15
42-291-00305,1054.608,1552.956,498.348,0.15
42-291-00309,996.696,1569.72,573.024,0.15
42-291-00314,1043.94,1578.864,534.924,0.15
42-291-01587,1063.752,1353.312,289.56,0.15
42-291-01590,1066.8,1267.968,201.168,0.15
42-291-01611,1036.32,1280.16,243.84,0.15
42-291-01661,1075.944,1371.6,295.656,0.15
42-291-01662,1097.28,1356.36,259.08,0.15
42-291-01664,1113.4344,1368.552,255.1176,0.15
42-291-01763,982.98,1866.9,883.92,0.15
42-291-01793,1548.384,2129.3328,580.9488,0.15
42-291-01844,1463.04,1950.72,487.68,0.15
42-291-02003,1447.8,1889.76,441.96,0.15
42-291-02047,1378.3056,1781.2512,402.9456,0.15
42-291-02112,1316.736,1743.7608,427.0248,0.15
42-291-03969,1225.296,1710.5376,485.2416,0.15
42-291-04054,1207.008,1597.152,390.144,0.15
42-291-04101,1234.44,1539.24,304.8,0.15
42-291-04166,1280.16,1453.896,173.736,0.15
42-291-05547,1615.44,1874.52,259.08,0.15
42-291-05586,1249.68,1615.44,365.76,0.15
42-291-30426,801.624,914.4,112.776,0.15
42-291-30469,1005.84,1127.76,121.92,0.15
42-291-30497,1554.48,2407.92,853.44,0.15
42-291-30580,1645.92,2316.48,670.56,0.15
42-291-30622,2316.48,2590.8,274.32,0.15
42-291-31513,2237.232,2267.712,30.48,0.15
42-291-31569,1529.1816,2070.5064,541.3248,0.15
42-291-31581,2323.1856,2547.5184,224.3328,0.15
42-291-31586,1707.4896,2438.7048,731.2152,0.15
42-291-31666,1691.64,2392.68,701.04,0.15
42-291-31710,1676.4,2353.056,676.656,0.15
42-291-31713,1690.116,2384.4504,694.3344,0.15
42-291-31760,1706.88,2436.876,729.996,0.15
42-291-31768,1641.9576,2210.1048,568.1472,0.15
42-291-31787,740.664,929.64,188.976,0.15
42-291-31797,1684.3248,2378.964,694.6392,0.15
42-291-31835,1685.544,2359.152,673.608,0.15
42-291-31838,1212.1896,1420.368,208.1784,0.15
42-291-31850,1652.016,2360.676,708.66,0.15
42-291-31883,1641.348,2383.536,742.188,0.15
42-291-31884,1676.4,2353.056,676.656,0.15
42-291-31895,662.0256,1072.2864,410.2608,0.15
42-291-31919,1655.064,2295.144,640.08,0.15
42-291-32003,1399.9464,2042.16,642.2136,0.15
42-291-32071,1615.44,2279.904,664.464,0.15
42-291-32102,1883.664,2636.52,752.856,0.15
42-291-32117,1912.62,2673.096,760.476,0.15
42-291-32141,1295.4,1844.04,548.64,0.15
42-291-32142,1697.736,2342.388,644.652,0.15
42-291-32143,1391.412,2161.032,769.62,0.15
42-291-32157,1075.944,1792.224,716.28,0.15
42-291-32159,1651.4064,2395.728,744.3216,0.15
42-291-32164,1097.28,1798.32,701.04,0.15
42-291-32165,1591.6656,2182.368,590.7024,0.15
42-291-32170,1950.72,2549.652,598.932,0.15
42-291-32171,1298.448,1752.6,454.152,0.15
42-291-32172,1617.8784,2193.9504,576.072,0.15
42-291-32174,2316.48,2545.08,228.6,0.15
42-291-32179,1901.952,2673.096,771.144,0.15
42-291-32207,1709.0136,2432.304,723.2904,0.15
42-291-32217,737.616,883.92,146.304,0.15
42-291-32230,765.048,890.016,124.968,0.15
42-291-32245,1338.072,1942.7952,604.7232,0.15
42-291-32263,1243.584,1615.44,371.856,0.15
42-291-32271,1216.152,1651.7112,435.5592,0.15
42-291-32274,1251.204,1614.2208,363.0168,0.15
42-291-32279,737.616,883.92,146.304,0.15
42-291-32283,975.36,1069.848,94.488,0.15
42-291-32289,1219.2,1695.2976,476.0976,0.15
42-291-32291,1170.432,1694.688,524.256,0.15
42-291-32297,1193.292,1673.352,480.06,0.15
42-291-32307,1600.2,1775.46,175.26,0.15
42-291-32309,1228.344,1716.024,487.68,0.15
42-291-32310,1338.072,1687.6776,349.6056,0.15
42-291-32312,1235.964,1763.5728,527.6088,0.15
42-291-32336,1472.184,2179.32,707.136,0.15
42-291-32346,1268.8824,1640.4336,371.5512,0.15
42-291-32347,1235.3544,1702.308,466.9536,0.15
42-291-32354,1239.012,1772.412,533.4,0.15
42-291-32364,1920.24,2017.776,97.536,0.15
42-291-32366,1376.7816,1909.2672,532.4856,0.15
42-291-32367,1243.584,1709.928,466.344,0.15
42-291-32381,981.456,1115.568,134.112,0.15
42-291-32399,1630.68,2286,655.32,0.15
42-291-32400,1185.672,1577.34,391.668,0.15
42-291-32406,1386.84,2438.4,1051.56,0.15
42-291-32414,1542.288,2182.368,640.08,0.15
42-291-32433,1719.072,2401.824,682.752,0.15
42-291-32457,1645.92,2277.4656,631.5456,0.15
42-291-32464,1788.5664,2438.0952,649.5288,0.15
42-291-32467,1578.864,2225.04,646.176,0.15
42-291-32469,1615.44,2042.16,426.72,0.15
42-291-32470,1606.296,2084.832,478.536,0.15
42-291-32474,1954.9872,2503.3224,548.3352,0.15
42-291-32482,1508.76,2151.888,643.128,0.15
42-291-32492,1688.592,2289.048,600.456,0.15
42-291-32493,1578.864,2225.04,646.176,0.15
42-291-32521,1524,2164.08,640.08,0.15
42-291-32527,1859.28,2493.264,633.984,0.15
42-291-32528,2139.696,2727.3504,587.6544,0.15
42-291-32529,1936.3944,2521.0008,584.6064,0.15
42-291-32534,1536.192,2234.184,697.992,0.15
42-291-32539,1676.4,2404.872,728.472,0.15
42-291-32546,1639.824,2286,646.176,0.15
42-291-32548,1499.616,2130.552,630.936,0.15
42-291-32549,2042.16,2720.34,678.18,0.15
42-291-32580,1520.952,2148.84,627.888,0.15
42-291-32583,2139.696,2676.7536,537.0576,0.15
42-291-32588,1588.008,2264.664,676.656,0.15
42-291-32590,1953.768,2567.6352,613.8672,0.15
42-291-32596,1773.936,2407.92,633.984,0.15
42-291-32598,2103.12,2950.464,847.344,0.15
42-291-32605,2328.3672,2365.248,36.8808,0.15
42-291-32606,1615.44,2221.992,606.552,0.15
42-291-32615,1524,2307.336,783.336,0.15
42-291-32627,1934.8704,2510.6376,575.7672,0.15
42-291-32630,1703.832,2468.88,765.048,0.15
42-291-32653,1588.008,2264.664,676.656,0.15
42-291-32666,649.224,758.952,109.728,0.15
42-291-32667,2107.692,3119.628,1011.936,0.15
42-291-32687,1078.992,1292.6568,213.6648,0.15
42-291-32688,2107.692,3119.628,1011.936,0.15
42-291-32713,1517.904,2133.6,615.696,0.15
42-291-32727,1796.796,2449.068,652.272,0.15
42-291-32744,1501.14,2164.08,662.94,0.15
42-291-32747,1548.384,2203.704,655.32,0.15
42-291-32750,1097.28,2651.76,1554.48,0.15
42-291-32762,1737.36,2316.48,579.12,0.15
42-291-32764,2093.976,2703.576,609.6,0.15
42-291-32766,1392.936,1828.8,435.864,0.15
42-291-32768,1399.6416,2087.88,688.2384,0.15
42-291-32820,1524,2164.08,640.08,0.15
42-291-32851,922.6296,1243.2792,320.6496,0.15
42-291-32875,2414.016,2551.176,137.16,0.15
42-291-32884,975.36,1271.016,295.656,0.15
42-291-32898,1496.568,2136.648,640.08,0.15
42-291-32900,1520.952,2264.664,743.712,0.15
42-291-32901,1493.52,2118.36,624.84,0.15
42-291-32903,609.6,1036.32,426.72,0.15
42-291-32904,609.6,1036.32,426.72,0.15
42-291-32905,1520.952,2237.232,716.28,0.15
42-291-32908,915.924,1109.472,193.548,0.15
42-291-32909,1491.6912,2262.8352,771.144,0.15
42-291-32913,1125.3216,1861.1088,735.7872,0.15
42-291-32917,1176.528,2033.016,856.488,0.15
42-291-32919,969.264,1133.856,164.592,0.15
42-291-32931,1383.1824,1210.6656,-172.5168,0.15
42-291-32937,853.44,906.78,53.34,0.15
42-291-32938,731.52,914.4,182.88,0.15
42-291-32939,1520.952,2180.844,659.892,0.15
42-291-32942,1127.76,1763.268,635.508,0.15
42-291-81351,1005.84,1539.24,533.4,0.15
42-297-30992,449.8848,449.8848,0,0.15
42-297-32636,608.076,1164.336,556.26,0.15
42-297-32744,623.316,1179.576,556.26,0.15
42-297-32943,614.172,1170.432,556.26,0.15
42-297-33409,699.516,1256.9952,557.4792,0.15
42-297-34280,883.92,1264.92,381,0.15
42-321-31625,2141.22,3249.168,1107.948,0.15
42-321-32323,2339.34,3286.6584,947.3184,0.15
42-321-32348,2112.264,2688.336,576.072,0.15
42-321-32364,2154.936,2746.248,591.312,0.15
42-339-00370,828.4464,1081.4304,252.984,0.15
42-339-00465,774.8016,1035.4056,260.604,0.15
42-339-00468,794.3088,1044.5496,250.2408,0.15
42-339-00474,780.8976,1025.9568,245.0592,0.15
42-339-00605,949.7568,1096.6704,146.9136,0.15
42-339-00659,771.144,1023.5184,252.3744,0.15
42-339-00686,607.4664,1095.756,488.2896,0.15
42-339-00780,834.5424,1052.1696,217.6272,0.15
42-339-01449,815.34,1054.608,239.268,0.15
42-339-01459,782.1168,1048.2072,266.0904,0.15
42-339-01466,770.8392,1044.8544,274.0152,0.15
42-339-01481,816.864,1127.76,310.896,0.15
42-339-01512,829.056,1075.944,246.888,0.15
42-339-30021,833.628,1095.756,262.128,0.15
42-339-30067,906.4752,1211.8848,305.4096,0.15
42-339-30406,831.7992,1061.3136,229.5144,0.15
42-339-30407,831.4944,1073.8104,242.316,0.15
42-339-30417,829.056,1088.4408,259.3848,0.15
42-339-30431,820.5216,1077.1632,256.6416,0.15
42-339-30454,837.8952,1077.1632,239.268,0.15
42-339-30456,854.964,1093.3176,238.3536,0.15
42-339-30462,817.7784,1071.372,253.5936,0.15
42-339-30469,851.6112,1077.1632,225.552,0.15
42-339-30479,829.6656,1067.1048,237.4392,0.15
42-339-30489,830.8848,1067.7144,236.8296,0.15
42-339-30506,844.296,1076.5536,232.2576,0.15
42-339-30560,816.864,1040.892,224.028,0.15
42-339-30561,807.72,1086.3072,278.5872,0.15
42-339-30572,825.7032,1066.8,241.0968,0.15
42-339-30618,792.48,1068.324,275.844,0.15
42-339-30650,853.44,1066.8,213.36,0.15
42-339-30668,838.2,1104.9,266.7,0.15
42-339-30693,807.72,1289.304,481.584,0.15
42-339-30738,807.72,1288.3896,480.6696,0.15
42-339-30775,836.9808,1074.42,237.4392,0.15
42-339-30945,899.16,1143,243.84,0.15
42-339-30992,725.424,1228.9536,503.5296,0.15
42-339-30995,827.532,1109.472,281.94,0.15
42-339-31005,923.544,1095.756,172.212,0.15
42-339-31007,835.152,1048.512,213.36,0.15
42-339-31091,831.1896,1080.8208,249.6312,0.15
42-339-31106,737.616,1213.104,475.488,0.15
42-339-31119,805.8912,1041.1968,235.3056,0.15
42-339-31126,831.4944,1033.272,201.7776,0.15
42-351-30652,950.976,1197.864,246.888,0.15
42-351-30825,1519.428,2100.072,580.644,0.15
42-351-30868,1647.444,2340.5592,693.1152,0.15
42-351-30898,914.4,1219.2,304.8,0.15
42-351-30901,950.976,1197.864,246.888,0.15
42-351-30902,2139.0864,2139.0864,0,0.15
42-351-30904,1286.256,1842.516,556.26,0.15
42-351-30909,964.692,1197.864,233.172,0.15
42-351-30911,1359.1032,1876.044,516.9408,0.15
42-351-30913,1706.88,1341.12,-365.76,0.15
42-351-30915,950.976,1197.864,246.888,0.15
42-351-30927,1280.16,1792.224,512.064,0.15
42-351-30928,1594.104,1749.552,155.448,0.15
42-355-04568,1363.98,2386.584,1022.604,0.15
42-355-04704,1158.24,2362.2,1203.96,0.15
42-355-05291,2036.9784,2054.0472,17.0688,0.15
42-355-30699,1447.8,2164.08,716.28,0.15
42-355-30754,1158.24,2362.2,1203.96,0.15
42-355-30789,1371.6,2346.96,975.36,0.15
42-355-31188,1527.6576,3072.384,1544.7264,0.15
42-355-31268,1158.24,2078.736,920.496,0.15
42-355-31319,1371.6,2190.9024,819.3024,0.15
42-355-31418,1554.48,249.936,-1304.544,0.15
42-355-31487,1767.84,2377.44,609.6,0.15
42-355-31526,1316.736,2374.392,1057.656,0.15
42-355-31651,1392.0216,2372.868,980.8464,0.15
42-355-31748,1371.6,2438.4,1066.8,0.15
42-355-31971,3810,3810,0,0.15
42-355-32118,2389.632,2389.632,0,0.15
42-355-32133,1527.048,3685.032,2157.984,0.15
42-355-32161,2438.4,2438.4,0,0.15
42-355-32173,1998.5736,1998.5736,0,0.15
42-355-32176,2307.336,2529.84,222.504,0.15
42-355-32179,1560.576,4087.368,2526.792,0.15
42-355-32297,2438.4,3337.56,899.16,0.15
42-355-32298,1295.4,2873.6544,1578.2544,0.15
42-355-32318,2097.024,2316.48,219.456,0.15
42-355-32352,1264.92,2148.84,883.92,0.15
42-355-32378,2438.4,2438.4,0,0.15
42-355-32406,1411.224,1944.624,533.4,0.15
42-355-32437,2316.48,2545.08,228.6,0.15
42-355-32502,231.648,2545.08,2313.432,0.15
42-355-32544,1709.928,2322.576,612.648,0.15
42-355-32547,2372.868,2421.636,48.768,0.15
42-355-32635,2545.08,2545.08,0,0.15
42-355-32657,1219.2,2407.92,1188.72,0.15
42-355-32696,2240.28,3155.8992,915.6192,0.15
42-355-32778,1819.9608,3243.072,1423.1112,0.15
42-355-32785,1386.84,2421.3312,1034.4912,0.15
42-355-32787,2090.928,2209.8,118.872,0.15
42-355-32821,2270.76,3220.5168,949.7568,0.15
42-355-32825,2414.016,2713.3296,299.3136,0.15
42-355-32834,2267.712,3164.4336,896.7216,0.15
42-355-32899,2221.992,3367.4304,1145.4384,0.15
42-355-32924,1650.492,2085.4416,434.9496,0.15
42-355-33002,2194.56,2397.8616,203.3016,0.15
42-355-33124,1188.72,2621.28,1432.56,0.15
42-355-33154,1171.6512,2424.0744,1252.4232,0.15
42-355-33157,1164.336,2468.88,1304.544,0.15
