api_number,depth_top,depth_bot,thickness,porosity
42-215-33567,2240.28,2740.152,499.872,0.15
42-215-33571,1219.2,2107.692,888.492,0.15
42-215-33572,1216.152,2103.12,886.968,0.15
42-215-33573,1652.016,2164.08,512.064,0.15
42-215-33576,225.552,1645.92,1420.368,0.15
42-215-33580,1225.9056,2142.744,916.8384,0.15
42-215-33592,1220.724,2104.644,883.92,0.15
42-215-33596,1217.9808,2110.4352,892.4544,0.15
42-215-33606,1658.112,2090.928,432.816,0.15
42-215-33609,1200.912,2093.976,893.064,0.15
42-215-33616,2586.5328,2723.388,136.8552,0.15
42-215-33617,1711.452,2090.928,379.476,0.15
42-215-33622,1200.3024,2094.8904,894.588,0.15
42-215-33624,1609.344,2002.536,393.192,0.15
42-215-33633,1987.296,2127.504,140.208,0.15
42-215-33640,1560.576,2097.024,536.448,0.15
42-215-33645,2586.5328,2723.388,136.8552,0.15
42-215-33647,1280.16,1981.2,701.04,0.15
42-215-33648,1280.16,2194.56,914.4,0.15
42-215-33649,1615.44,2086.356,470.916,0.15
42-215-33658,1189.6344,2057.7048,868.0704,0.15
42-215-33664,1173.7848,2022.348,848.5632,0.15
42-215-33669,1385.316,2199.132,813.816,0.15
42-215-33673,3810,5486.4,1676.4,0.15
42-215-33674,1182.0144,2046.4272,864.4128,0.15
42-215-33678,1200.912,2123.2368,922.3248,0.15
42-215-33680,225.552,1645.92,1420.368,0.15
42-215-33691,1225.296,2124.456,899.16,0.15
42-215-33697,1161.8976,1687.6776,525.78,0.15
42-215-33711,1211.58,2097.6336,886.0536,0.15
42-215-33712,1210.9704,2108.3016,897.3312,0.15
42-215-33729,1181.7096,2036.064,854.3544,0.15
42-215-33730,1168.6032,2018.3856,849.7824,0.15
42-215-33731,1167.384,2012.8992,845.5152,0.15
42-215-33732,1176.8328,2018.9952,842.1624,0.15
42-215-33733,1174.0896,2040.3312,866.2416,0.15
42-215-33739,1218.5904,2088.4896,869.8992,0.15
42-215-33740,1198.7784,2037.588,838.8096,0.15
42-215-33741,1200.912,2121.408,920.496,0.15
42-215-33746,984.504,2226.564,1242.06,0.15
42-215-33778,1432.56,2225.04,792.48,0.15
42-215-33793,225.552,1645.92,1420.368,0.15
42-215-33803,1500.5304,2410.3584,909.828,0.15
42-215-33838,1222.248,2124.456,902.208,0.15
42-215-33840,1194.816,2069.592,874.776,0.15
42-215-33848,1210.056,2057.4,847.344,0.15
42-215-33854,1203.96,2101.596,897.636,0.15
42-215-33862,1129.8936,1956.816,826.9224,0.15
42-215-33863,1211.58,2113.788,902.208,0.15
42-215-33881,1208.532,2077.212,868.68,0.15
42-215-33905,627.888,2392.68,1764.792,0.15
42-215-33906,1488.6432,2260.092,771.4488,0.15
42-215-33907,1423.416,2194.56,771.144,0.15
42-215-33908,1206.0936,2074.4688,868.3752,0.15
42-215-33909,1170.432,1996.44,826.008,0.15
42-215-33915,1168.908,2016.8616,847.9536,0.15
42-215-33930,1447.4952,2181.4536,733.9584,0.15
42-215-34002,1188.72,2715.768,1527.048,0.15
42-215-34014,1441.704,2246.0712,804.3672,0.15
42-215-34061,1347.216,2241.804,894.588,0.15
42-215-34088,1447.4952,2181.4536,733.9584,0.15
42-215-34098,1508.76,2758.44,1249.68,0.15
42-215-34101,1517.904,2297.5824,779.6784,0.15
42-215-34110,1826.9712,3454.6032,1627.632,0.15
42-215-34111,1819.656,3527.4504,1707.7944,0.15
42-215-34117,777.24,2582.8752,1805.6352,0.15
42-215-34118,1648.968,3075.432,1426.464,0.15
42-215-34119,1627.632,2959.9128,1332.2808,0.15
42-215-34120,1464.2592,2295.7536,831.4944,0.15
42-215-34121,1505.712,2258.568,752.856,0.15
42-215-34122,1487.424,2275.332,787.908,0.15
42-215-34123,1705.9656,2277.7704,571.8048,0.15
42-215-34125,1392.936,2888.2848,1495.3488,0.15
42-215-34126,1440.18,2835.2496,1395.0696,0.15
42-215-34131,1523.3904,3564.3312,2040.9408,0.15
42-215-34132,1607.82,2189.3784,581.5584,0.15
42-215-34133,1481.328,2243.328,762,0.15
42-215-34135,1554.1752,3519.2208,1965.0456,0.15
42-215-34136,1359.408,2957.4744,1598.0664,0.15
42-215-34137,1705.356,3186.3792,1481.0232,0.15
42-215-34142,1538.3256,2264.664,726.3384,0.15
42-215-34157,1528.2672,2521.6104,993.3432,0.15
42-215-34158,1479.4992,2293.9248,814.4256,0.15
42-215-34160,1078.992,2667,1588.008,0.15
42-215-34161,1057.656,2712.72,1655.064,0.15
42-215-34162,1475.8416,2290.2672,814.4256,0.15
42-215-34163,1482.5472,2268.3216,785.7744,0.15
42-215-34164,1469.7456,2228.6976,758.952,0.15
42-215-34166,1064.3616,2673.096,1608.7344,0.15
42-215-34167,1462.1256,2181.4536,719.328,0.15
42-239-01662,1541.6784,2106.168,564.4896,0.15
42-239-03433,1554.48,2307.336,752.856,0.15
42-239-03487,1554.48,2307.336,752.856,0.15
42-239-03604,1554.48,2307.336,752.856,0.15
42-239-30118,1554.48,2307.336,752.856,0.15
42-239-30141,1566.672,2307.336,740.664,0.15
42-239-30148,1554.48,2307.336,752.856,0.15
42-239-30225,1554.48,2307.336,752.856,0.15
42-239-30246,1554.48,2307.336,752.856,0.15
42-239-30261,1569.72,2301.24,731.52,0.15
42-239-30339,1566.672,2307.336,740.664,0.15
42-239-30645,940.9176,1313.688,372.7704,0.15
42-239-31394,1524,2343.912,819.912,0.15
42-239-31610,1584.96,2682.24,1097.28,0.15
42-239-31628,1459.992,1965.96,505.968,0.15
42-239-31848,1560.576,2194.56,633.984,0.15
42-239-31850,1563.624,2179.32,615.696,0.15
42-239-31859,1563.624,2179.32,615.696,0.15
42-239-31872,1560.576,2194.56,633.984,0.15
42-239-31947,1560.576,2209.8,649.224,0.15
42-239-31951,1539.24,2529.84,990.6,0.15
42-239-31961,1113.7392,1675.7904,562.0512,0.15
42-239-31962,1524,2255.52,731.52,0.15
42-239-31978,1310.64,1706.88,396.24,0.15
42-239-31985,1438.656,1859.28,420.624,0.15
42-239-31992,1292.9616,1883.9688,591.0072,0.15
42-239-31995,1036.32,1432.56,396.24,0.15
42-239-32075,961.644,1371.6,409.956,0.15
42-239-32091,1560.576,2209.8,649.224,0.15
42-239-32121,1691.64,1706.88,15.24,0.15
42-239-32150,1113.7392,1675.7904,562.0512,0.15
42-239-32155,1871.472,2214.6768,343.2048,0.15
42-239-32164,1371.6,1676.4,304.8,0.15
42-239-32186,1450.848,2112.264,661.416,0.15
42-239-32205,1554.48,2103.12,548.64,0.15
42-239-32225,1457.8584,2118.36,660.5016,0.15
42-239-32227,1554.48,2307.336,752.856,0.15
42-239-32228,1554.48,2307.336,752.856,0.15
42-239-32292,1144.8288,1676.4,531.5712,0.15
42-239-32300,993.648,1389.2784,395.6304,0.15
42-239-32303,1045.464,1767.84,722.376,0.15
42-239-32362,1190.5488,1771.8024,581.2536,0.15
42-239-32418,1557.528,2377.44,819.912,0.15
42-239-32483,1005.84,1530.096,524.256,0.15
42-239-32519,1050.9504,1488.948,437.9976,0.15
42-239-32520,1242.06,1856.232,614.172,0.15
42-239-32524,1305.4584,1868.424,562.9656,0.15
42-239-32536,1188.72,1767.84,579.12,0.15
42-239-32544,1493.52,1868.424,374.904,0.15
42-239-32548,1188.72,1737.36,548.64,0.15
42-239-32555,1188.72,1493.52,304.8,0.15
42-239-32563,1265.8344,1844.9544,579.12,0.15
42-239-32575,1225.296,1436.2176,210.9216,0.15
42-239-32588,984.504,1443.228,458.724,0.15
42-239-32590,1130.808,1496.568,365.76,0.15
42-239-32592,1167.384,1706.88,539.496,0.15
42-239-32607,1173.48,2316.48,1143,0.15
42-239-32609,1129.284,1490.472,361.188,0.15
42-239-32614,1203.96,1717.548,513.588,0.15
42-239-32662,954.024,1554.48,600.456,0.15
42-239-32668,953.4144,1389.888,436.4736,0.15
42-239-32669,1104.9,1493.52,388.62,0.15
42-239-32670,964.692,1417.32,452.628,0.15
42-239-32711,1199.388,1569.72,370.332,0.15
42-239-32740,1019.556,1391.412,371.856,0.15
42-239-32751,1693.164,1735.836,42.672,0.15
42-239-32878,1072.896,1377.696,304.8,0.15
42-239-32882,978.408,1338.072,359.664,0.15
42-239-32885,1014.984,1362.456,347.472,0.15
42-239-32898,929.64,1246.632,316.992,0.15
42-239-32910,1051.56,1338.072,286.512,0.15
42-239-32917,1372.5144,1826.9712,454.4568,0.15
42-239-32997,1030.224,1447.8,417.576,0.15
42-239-33090,1194.816,1749.552,554.736,0.15
42-239-33119,979.0176,1441.704,462.6864,0.15
42-239-33305,1005.84,1386.84,381,0.15
42-239-33355,957.072,1426.464,469.392,0.15
42-239-33373,1097.28,1530.096,432.816,0.15
42-239-33378,1106.424,1592.58,486.156,0.15
42-239-33409,778.1544,1322.832,544.6776,0.15
42-239-33443,1053.084,1485.9,432.816,0.15
42-239-33465,1127.76,1522.476,394.716,0.15
42-239-33466,1052.1696,1501.14,448.9704,0.15
42-239-33467,1126.8456,1574.292,447.4464,0.15
42-239-33469,1077.468,1504.188,426.72,0.15
42-239-33470,1059.18,1488.948,429.768,0.15
42-239-33485,1098.804,1539.24,440.436,0.15
42-239-33493,1091.184,1522.476,431.292,0.15
42-239-33517,1048.512,1466.6976,418.1856,0.15
42-239-33526,1139.952,1536.192,396.24,0.15
42-239-33795,1359.408,1381.3536,21.9456,0.15
42-239-81422,1566.672,2307.336,740.664,0.15
42-241-30573,576.072,1304.544,728.472,0.15
42-241-30583,536.448,1310.64,774.192,0.15
42-241-30604,1193.292,1821.18,627.888,0.15
42-241-30714,1524,2164.08,640.08,0.15
42-241-30745,1524,2164.08,640.08,0.15
42-245-31310,1720.9008,2415.2352,694.3344,0.15
42-245-31356,1720.9008,2415.2352,694.3344,0.15
42-245-31421,1719.6816,2415.2352,695.5536,0.15
42-245-31707,1832.7624,2507.8944,675.132,0.15
42-245-31721,2594.4576,3334.512,740.0544,0.15
42-245-31946,1615.44,2179.32,563.88,0.15
42-245-32062,2551.176,4169.664,1618.488,0.15
42-245-32075,1655.064,2350.008,694.944,0.15
42-245-32083,1819.0464,2490.216,671.1696,0.15
42-245-32088,1883.664,2883.408,999.744,0.15
42-245-32165,1716.024,2442.972,726.948,0.15
42-245-32183,2548.128,3425.952,877.824,0.15
42-245-32243,1722.12,2438.7048,716.5848,0.15
42-245-32262,1741.932,2466.4416,724.5096,0.15
42-245-32274,1727.3016,2449.068,721.7664,0.15
42-245-32286,1675.1808,2398.4712,723.2904,0.15
42-245-32302,1837.944,2667,829.056,0.15
42-245-32423,1837.944,2697.48,859.536,0.15
42-245-32431,1901.952,2724.912,822.96,0.15
42-245-32435,1868.424,2688.336,819.912,0.15
42-245-32453,1857.4512,2590.4952,733.044,0.15
42-245-32491,1857.4512,2584.704,727.2528,0.15
42-245-32509,1833.372,2461.26,627.888,0.15
42-245-32516,1882.14,2590.8,708.66,0.15
42-245-32529,1737.36,2426.208,688.848,0.15
42-245-32544,1721.8152,2421.0264,699.2112,0.15
42-245-32568,1722.12,2416.1496,694.0296,0.15
42-245-32587,2093.976,2529.84,435.864,0.15
42-245-32606,1807.464,2528.316,720.852,0.15
42-245-32626,1909.2672,2624.0232,714.756,0.15
42-245-32629,2331.72,2956.56,624.84,0.15
42-245-32632,1828.8,2651.76,822.96,0.15
42-245-32648,1899.8184,2637.4344,737.616,0.15
42-245-32652,1902.5616,2648.1024,745.5408,0.15
42-245-32687,1821.7896,2468.2704,646.4808,0.15
42-245-32699,1831.2384,2667,835.7616,0.15
42-245-32722,2057.4,2707.5384,650.1384,0.15
42-245-32728,1705.356,2408.8344,703.4784,0.15
42-245-32741,1615.44,2302.1544,686.7144,0.15
42-245-32757,1722.12,2461.26,739.14,0.15
42-245-32771,1816.608,2636.52,819.912,0.15
42-247-31693,731.52,731.52,0,0.15
42-247-31770,676.656,676.656,0,0.15
42-247-31798,274.32,731.52,457.2,0.15
42-247-32461,609.6,1051.56,441.96,0.15
42-247-32467,868.68,1042.416,173.736,0.15
42-247-32468,868.68,1042.416,173.736,0.15
42-247-32469,609.6,1051.56,441.96,0.15
42-247-32484,220.98,312.42,91.44,0.15
42-249-00849,1207.008,1731.264,524.256,0.15
42-249-01896,1410.6144,1603.248,192.6336,0.15
42-249-30167,1066.8,2224.1256,1157.3256,0.15
42-249-30334,996.696,1484.376,487.68,0.15
42-249-30402,1149.7056,1417.32,267.6144,0.15
42-249-30979,518.16,944.88,426.72,0.15
42-249-31443,1182.624,1588.008,405.384,0.15
42-249-31537,914.4,1524,609.6,0.15
42-249-31611,1392.936,1600.2,207.264,0.15
42-249-31625,1050.9504,1504.4928,453.5424,0.15
42-249-31777,822.96,1463.04,640.08,0.15
42-249-31807,1226.82,1821.18,594.36,0.15
42-249-31817,853.44,1414.272,560.832,0.15
42-249-31837,914.4,1463.04,548.64,0.15
42-249-31854,1127.76,1684.6296,556.8696,0.15
42-249-31855,984.504,1525.524,541.02,0.15
42-249-31913,993.0384,1635.252,642.2136,0.15
42-249-31915,1219.2,1417.32,198.12,0.15
42-249-31945,987.552,1645.92,658.368,0.15
42-249-31968,883.92,1545.336,661.416,0.15
42-249-31975,914.4,1508.76,594.36,0.15
42-249-31978,993.0384,1635.252,642.2136,0.15
42-249-31996,1897.0752,2045.208,148.1328,0.15
42-249-32000,1692.2496,2234.184,541.9344,0.15
42-249-32027,1096.6704,1538.3256,441.6552,0.15
42-249-32033,803.7576,1526.7432,722.9856,0.15
42-249-32050,990.6,1633.728,643.128,0.15
42-249-32070,1158.24,2316.48,1158.24,0.15
42-249-32075,923.544,1600.2,676.656,0.15
42-249-32090,765.048,1661.16,896.112,0.15
42-249-32097,988.4664,1457.2488,468.7824,0.15
42-249-32135,1162.2024,1616.964,454.7616,0.15
42-249-32273,2221.992,2487.168,265.176,0.15
42-249-32275,1222.248,1222.248,0,0.15
42-249-32333,1005.84,1441.704,435.864,0.15
42-249-32335,792.48,1158.24,365.76,0.15
42-249-32347,457.2,1048.512,591.312,0.15
42-249-32391,350.52,822.96,472.44,0.15
42-249-32411,1459.3824,1523.3904,64.008,0.15
42-249-32423,762,1981.2,1219.2,0.15
42-249-32430,1173.48,1600.2,426.72,0.15
42-249-32445,1597.152,2636.52,1039.368,0.15
42-249-32458,1638.3,1722.12,83.82,0.15
42-249-32459,1637.0808,1720.9008,83.82,0.15
42-249-32491,1267.968,2230.5264,962.5584,0.15
42-249-32497,906.78,1548.384,641.604,0.15
42-249-32510,906.78,1580.0832,673.3032,0.15
42-249-32538,2279.2944,2781.3,502.0056,0.15
42-249-32584,955.8528,1145.4384,189.5856,0.15
42-249-32589,2133.6,3596.64,1463.04,0.15
42-249-32590,2133.6,3596.64,1463.04,0.15
42-249-32592,1066.8,1706.88,640.08,0.15
42-249-32594,2133.6,2743.2,609.6,0.15
42-249-32605,2102.5104,2234.184,131.6736,0.15
42-249-32608,2133.6,3596.64,1463.04,0.15
42-249-32610,1097.28,1706.88,609.6,0.15
42-249-32615,1100.328,1728.216,627.888,0.15
42-249-32620,960.12,1767.84,807.72,0.15
42-249-32623,2133.6,3596.64,1463.04,0.15
42-249-32624,2133.6,3596.64,1463.04,0.15
42-249-32625,2133.6,3596.64,1463.04,0.15
42-249-32626,2133.6,3596.64,1463.04,0.15
42-249-32632,1415.4912,1528.2672,112.776,0.15
42-249-32633,699.2112,1049.7312,350.52,0.15
42-249-32636,1280.16,1524,243.84,0.15
42-249-32640,649.224,1565.4528,916.2288,0.15
42-249-32644,905.8656,1759.9152,854.0496,0.15
42-255-31324,228.6,728.472,499.872,0.15
42-255-31434,457.2,710.184,252.984,0.15
42-255-31435,426.72,652.272,225.552,0.15
42-255-31439,445.008,606.552,161.544,0.15
42-255-31440,460.248,694.944,234.696,0.15
42-255-31470,365.76,640.08,274.32,0.15
42-255-31545,365.76,822.96,457.2,0.15
42-255-33769,91.44,365.76,274.32,0.15
42-255-33780,91.44,365.76,274.32,0.15
42-255-33783,91.44,365.76,274.32,0.15
42-255-33786,91.44,365.76,274.32,0.15
42-255-33809,91.44,640.08,548.64,0.15
42-255-33810,91.44,365.76,274.32,0.15
42-255-33811,91.44,365.76,274.32,0.15
42-255-33812,91.44,365.76,274.32,0.15
42-255-33813,91.44,365.76,274.32,0.15
42-255-33814,91.44,365.76,274.32,0.15
42-255-33825,91.44,365.76,274.32,0.15
42-255-33826,91.44,365.76,274.32,0.15
42-255-33827,91.44,365.76,274.32,0.15
42-255-33828,91.44,365.76,274.32,0.15
42-255-33831,91.44,365.76,274.32,0.15
42-255-33852,91.44,365.76,274.32,0.15
42-261-30397,731.52,2621.28,1889.76,0.15
42-261-30398,731.52,2621.28,1889.76,0.15
42-261-30413,731.52,2621.28,1889.76,0.15
42-261-30416,731.52,2621.28,1889.76,0.15
42-261-30525,731.52,2621.28,1889.76,0.15
42-261-30541,731.52,2621.28,1889.76,0.15
42-261-30557,1524,3017.52,1493.52,0.15
42-261-30865,731.52,2621.28,1889.76,0.15
42-261-31143,1935.48,3867.912,1932.432,0.15
42-261-31271,2453.64,3657.6,1203.96,0.15
42-261-31287,2560.32,3598.4688,1038.1488,0.15
42-261-31290,2557.272,3537.5088,980.2368,0.15
42-261-31296,2395.728,3462.528,1066.8,0.15
42-261-31305,2545.08,3678.0216,1132.9416,0.15
42-261-31311,3792.9312,5219.7,1426.7688,0.15
42-261-31314,2441.448,3547.872,1106.424,0.15
42-261-31320,2545.08,3741.1152,1196.0352,0.15
42-261-31324,2426.208,3636.264,1210.056,0.15
42-261-31339,2410.968,3621.024,1210.056,0.15
42-261-31348,2395.728,3674.0592,1278.3312,0.15
42-261-31366,2380.488,3715.8168,1335.3288,0.15
42-261-31371,2414.016,3605.784,1191.768,0.15
42-261-31374,2426.208,3621.024,1194.816,0.15
42-261-31381,2398.776,3630.168,1231.392,0.15
42-261-31382,789.432,3048,2258.568,0.15
42-261-31383,2404.872,3640.836,1235.964,0.15
42-261-31384,2569.464,3567.3792,997.9152,0.15
42-261-31388,2374.392,3837.432,1463.04,0.15
42-261-31390,2532.888,3604.26,1071.372,0.15
42-261-31397,2343.912,3770.376,1426.464,0.15
42-261-31400,2417.064,3590.544,1173.48,0.15
42-261-31401,1840.0776,5283.708,3443.6304,0.15
42-261-31405,789.432,3048,2258.568,0.15
42-261-31409,2439.924,3557.016,1117.092,0.15
42-261-31415,2426.208,3553.968,1127.76,0.15
42-261-31423,2420.112,3672.84,1252.728,0.15
42-261-31430,2418.588,3605.784,1187.196,0.15
42-261-31435,2423.16,3602.736,1179.576,0.15
42-261-31443,2404.872,3621.024,1216.152,0.15
42-261-31447,2374.392,3813.048,1438.656,0.15
42-261-31454,2343.912,3805.428,1461.516,0.15
42-261-31475,2456.688,3660.648,1203.96,0.15
42-261-31484,2359.152,3727.704,1368.552,0.15
42-261-31520,1016.508,3093.72,2077.212,0.15
42-261-31570,3992.88,3438.144,-554.736,0.15
42-261-31571,3992.88,3438.144,-554.736,0.15
42-261-31576,3992.88,3438.144,-554.736,0.15
42-261-31596,670.56,3438.144,2767.584,0.15
42-273-32073,1524,2560.32,1036.32,0.15
42-273-32074,762,2560.32,1798.32,0.15
42-273-32182,1758.696,2511.552,752.856,0.15
42-273-32198,1714.5,2499.36,784.86,0.15
42-273-32224,2602.992,2573.1216,-29.8704,0.15
42-273-32227,2590.1904,2905.9632,315.7728,0.15
42-273-32228,2652.6744,2652.6744,0,0.15
42-273-32245,2627.6808,3050.1336,422.4528,0.15
42-273-32279,1789.7856,2615.184,825.3984,0.15
42-273-32287,1466.088,2392.68,926.592,0.15
42-273-32292,1169.8224,2306.1168,1136.2944,0.15
42-273-32348,695.5536,2779.776,2084.2224,0.15
42-273-32352,1560.576,2568.5496,1007.9736,0.15
42-273-32355,2594.1528,3036.1128,441.96,0.15
42-273-32362,1569.1104,2589.8856,1020.7752,0.15
42-273-32366,1579.7784,2628.2904,1048.512,0.15
42-273-32369,1552.6512,2564.2824,1011.6312,0.15
42-273-32375,1639.824,2983.3824,1343.5584,0.15
42-273-32379,3201.924,3433.572,231.648,0.15
42-273-32380,1563.624,2630.7288,1067.1048,0.15
42-273-32382,1627.632,2952.5976,1324.9656,0.15
42-273-32385,1530.4008,2563.6728,1033.272,0.15
42-273-32389,1566.672,2634.996,1068.324,0.15
42-273-32391,1603.248,2956.56,1353.312,0.15
42-273-32393,1607.2104,2775.5088,1168.2984,0.15
42-273-32397,2421.3312,2673.096,251.7648,0.15
42-273-32398,1592.2752,2765.1456,1172.8704,0.15
42-273-32416,1371.6,2697.48,1325.88,0.15
42-273-32474,1594.4088,2744.4192,1150.0104,0.15
42-273-32524,2316.48,2560.32,243.84,0.15
42-273-32627,4282.44,2651.76,-1630.68,0.15
42-273-32628,4282.44,2651.76,-1630.68,0.15
42-273-32629,4282.44,2651.76,-1630.68,0.15
42-273-32630,4282.44,2651.76,-1630.68,0.15
42-273-32631,4282.44,2651.76,-1630.68,0.15
42-273-32636,4282.44,2651.76,-1630.68,0.15
42-273-32638,4282.44,2651.76,-1630.68,0.15
42-273-32640,4282.44,2651.76,-1630.68,0.15
42-273-32641,4282.44,2651.76,-1630.68,0.15
42-273-32647,4282.44,2651.76,-1630.68,0.15
42-273-32649,4282.44,2651.76,-1630.68,0.15
42-273-32653,4282.44,2651.76,-1630.68,0.15
42-273-32654,4282.44,2651.76,-1630.68,0.15
42-273-32674,1100.9376,2343.912,1242.9744,0.15
42-273-32677,853.44,3861.816,3008.376,0.15
42-273-32678,853.44,3144.9264,2291.4864,0.15
42-273-32680,1394.46,2676.144,1281.684,0.15
42-285-00430,924.1536,1274.064,349.9104,0.15
42-285-00509,624.84,890.016,265.176,0.15
42-285-30006,826.008,1220.724,394.716,0.15
42-285-30094,792.48,1198.4736,405.9936,0.15
42-285-30173,929.64,1237.488,307.848,0.15
42-285-30177,1112.52,1228.344,115.824,0.15
42-285-30193,933.2976,1268.5776,335.28,0.15
42-285-30197,984.504,1260.348,275.844,0.15
42-285-30201,938.784,1271.016,332.232,0.15
42-285-30206,938.784,1280.16,341.376,0.15
42-285-30207,935.736,1278.636,342.9,0.15
42-285-30243,811.3776,1179.8808,368.5032,0.15
42-285-30394,1057.656,1304.544,246.888,0.15
42-285-30478,692.5056,926.592,234.0864,0.15
42-285-30480,812.292,963.168,150.876,0.15
42-285-30622,185.928,957.072,771.144,0.15
42-285-30692,935.736,1266.444,330.708,0.15
42-285-31287,868.68,1386.84,518.16,0.15
42-285-31298,812.292,979.932,167.64,0.15
42-285-31472,728.472,1213.104,484.632,0.15
42-285-31642,914.4,1097.28,182.88,0.15
42-285-31764,716.28,1133.856,417.576,0.15
42-285-31803,836.676,1210.056,373.38,0.15
42-285-31825,822.96,1216.152,393.192,0.15
42-285-31830,833.628,1240.536,406.908,0.15
42-285-31884,740.664,1283.208,542.544,0.15
42-285-31996,944.88,981.456,36.576,0.15
42-285-32028,603.504,1185.672,582.168,0.15
42-285-32051,609.6,1179.576,569.976,0.15
42-285-32055,920.496,1197.864,277.368,0.15
42-285-32058,605.028,1200.912,595.884,0.15
42-285-32067,618.744,1213.104,594.36,0.15
42-285-32069,762,1200.912,438.912,0.15
42-285-32077,618.744,1213.104,594.36,0.15
42-285-32084,972.312,972.312,0,0.15
42-285-32085,585.216,1213.104,627.888,0.15
42-285-32086,618.744,1213.104,594.36,0.15
42-285-32089,978.7128,1320.0888,341.376,0.15
42-285-32102,618.744,1213.104,594.36,0.15
42-285-32116,618.744,1213.104,594.36,0.15
42-285-32119,585.216,1213.104,627.888,0.15
42-285-32120,585.216,980.2368,395.0208,0.15
42-285-32121,585.216,1213.104,627.888,0.15
42-285-32148,838.2,1182.624,344.424,0.15
42-285-32161,618.744,1213.104,594.36,0.15
42-285-32169,544.068,1210.056,665.988,0.15
42-285-32183,804.672,1432.56,627.888,0.15
42-285-32196,826.008,1150.62,324.612,0.15
42-285-32200,792.48,1188.72,396.24,0.15
42-285-32204,812.292,1191.768,379.476,0.15
42-285-32250,812.292,1191.768,379.476,0.15
42-285-32251,812.292,1191.768,379.476,0.15
42-285-32272,813.816,1191.768,377.952,0.15
42-285-32275,874.776,1226.82,352.044,0.15
42-285-32312,813.816,1191.768,377.952,0.15
42-285-32334,594.36,1219.2,624.84,0.15
42-285-32335,810.768,1203.96,393.192,0.15
42-285-32344,1036.32,1036.32,0,0.15
42-285-32388,807.72,1152.144,344.424,0.15
42-285-32421,731.52,731.52,0,0.15
42-285-32476,762,762,0,0.15
42-285-32592,804.672,1203.96,399.288,0.15
42-285-32718,737.616,1082.04,344.424,0.15
42-285-32858,1164.336,1584.96,420.624,0.15
42-285-32863,872.6424,1219.2,346.5576,0.15
42-285-32902,896.112,1219.5048,323.3928,0.15
42-285-32913,792.48,1110.996,318.516,0.15
42-285-32918,1219.2,1524,304.8,0.15
42-285-32934,801.3192,1114.044,312.7248,0.15
42-285-32951,1219.2,1524,304.8,0.15
42-285-32970,792.48,926.592,134.112,0.15
42-285-33014,697.0776,1130.808,433.7304,0.15
42-285-33094,702.2592,1123.188,420.9288,0.15
42-285-33101,449.58,906.78,457.2,0.15
42-285-33116,731.52,1143,411.48,0.15
42-285-33205,490.728,917.448,426.72,0.15
42-285-33206,496.824,947.3184,450.4944,0.15
42-285-33246,647.7,1021.08,373.38,0.15
42-285-33338,490.728,917.448,426.72,0.15
42-285-33386,701.04,1042.416,341.376,0.15
42-285-33408,760.7808,899.4648,138.684,0.15
42-285-33447,777.24,1114.044,336.804,0.15
42-285-33456,923.544,1301.496,377.952,0.15
42-285-33531,792.48,1395.984,603.504,0.15
42-285-33545,762,914.4,152.4,0.15
42-285-33640,938.784,1274.064,335.28,0.15
42-285-33685,609.6,762,152.4,0.15
42-285-33704,844.296,1194.816,350.52,0.15
42-285-33719,792.48,853.44,60.96,0.15
42-285-33721,365.76,487.68,121.92,0.15
42-285-33723,91.44,243.84,152.4,0.15
42-285-33725,91.44,243.84,152.4,0.15
42-285-33727,91.44,243.84,152.4,0.15
42-285-33730,792.48,853.44,60.96,0.15
42-285-33740,822.96,853.44,30.48,0.15
42-285-33745,792.48,822.96,30.48,0.15
42-285-33746,792.48,822.96,30.48,0.15
42-285-33747,792.48,822.96,30.48,0.15
42-285-33748,518.16,548.64,30.48,0.15
42-285-33749,518.16,548.64,30.48,0.15
42-285-33750,243.84,304.8,60.96,0.15
42-285-33751,243.84,243.84,0,0.15
42-285-33753,91.44,121.92,30.48,0.15
42-285-33754,91.44,121.92,30.48,0.15
42-285-33755,91.44,121.92,30.48,0.15
42-285-33758,141.732,301.752,160.02,0.15
42-285-33760,223.4184,383.4384,160.02,0.15
42-285-33762,792.48,822.96,30.48,0.15
42-285-33765,518.16,579.12,60.96,0.15
42-285-33766,518.16,579.12,60.96,0.15
42-285-33767,731.52,762,30.48,0.15
42-285-33768,91.44,243.84,152.4,0.15
42-285-33771,731.52,762,30.48,0.15
42-285-33772,91.44,243.84,152.4,0.15
42-285-33774,365.76,487.68,121.92,0.15
42-285-33775,365.76,487.68,121.92,0.15
42-285-33776,365.76,487.68,121.92,0.15
42-285-33777,365.76,487.68,121.92,0.15
42-285-33778,365.76,487.68,121.92,0.15
42-285-33779,365.76,487.68,121.92,0.15
42-285-33783,91.44,243.84,152.4,0.15
42-285-33785,762,792.48,30.48,0.15
42-285-33786,533.4,594.36,60.96,0.15
42-285-33787,533.4,594.36,60.96,0.15
42-285-33788,223.4184,383.4384,160.02,0.15
42-285-33790,91.44,243.84,152.4,0.15
42-285-33791,91.44,243.84,152.4,0.15
42-285-33797,91.44,243.84,152.4,0.15
42-285-33798,91.44,243.84,152.4,0.15
42-285-33799,1228.344,1572.768,344.424,0.15
42-285-33801,365.76,487.68,121.92,0.15
42-285-33802,792.48,926.592,134.112,0.15
42-285-33803,91.44,243.84,152.4,0.15
