api_number,depth_top,depth_bot,thickness,porosity,coord_latitude,coord_longitude
42-273-32641,4282.44,2651.76,-1630.68,0.15,27.5189639,-98.0031889
42-273-32647,4282.44,2651.76,-1630.68,0.15,27.3612,-98.039039
42-273-32649,4282.44,2651.76,-1630.68,0.15,27.4210815,-97.9344086
42-273-32653,4282.44,2651.76,-1630.68,0.15,27.4943445,-98.0135778
42-273-32654,4282.44,2651.76,-1630.68,0.15,27.355398,-98.0392582
42-273-32674,1100.9376,2343.912,1242.9744,0.15,27.366026,-98.037278
42-273-32677,853.44,3861.816,3008.376,0.15,27.420892,-97.9554886
42-273-32678,853.44,3144.9264,2291.4864,0.15,27.413308,-97.9447239
42-273-32680,1394.46,2676.144,1281.684,0.15,27.4238574,-97.9309002
42-285-00430,924.1536,1274.064,349.9104,0.15,29.1858917,-96.8200258
42-285-00509,624.84,890.016,265.176,0.15,29.1809199,-96.9820366
42-285-30006,826.008,1220.724,394.716,0.15,29.3111721,-96.672813
42-285-30094,792.48,1198.4736,405.9936,0.15,29.3313208,-96.6686074
42-285-30173,929.64,1237.488,307.848,0.15,29.1424923,-96.8593384
42-285-30177,1112.52,1228.344,115.824,0.15,29.1622509,-96.8360607
42-285-30193,933.2976,1268.5776,335.28,0.15,29.1665909,-96.8297152
42-285-30197,984.504,1260.348,275.844,0.15,29.1618942,-96.8409279
42-285-30201,938.784,1271.016,332.232,0.15,29.1605395,-96.8293537
42-285-30206,938.784,1280.16,341.376,0.15,29.1624237,-96.8267511
42-285-30207,935.736,1278.636,342.9,0.15,29.1671156,-96.8237418
42-285-30243,811.3776,1179.8808,368.5032,0.15,29.3342673,-96.685278
42-285-30394,1057.656,1304.544,246.888,0.15,29.1448076,-96.8278067
42-285-30478,692.5056,926.592,234.0864,0.15,29.2426312,-96.9528067
42-285-30480,812.292,963.168,150.876,0.15,29.1924456,-96.986454
42-285-30622,185.928,957.072,771.144,0.15,29.1958432,-96.9918224
42-285-30692,935.736,1266.444,330.708,0.15,29.1683088,-96.8381137
42-285-31287,868.68,1386.84,518.16,0.15,29.3619532,-96.5922795
42-285-31298,812.292,979.932,167.64,0.15,29.1939636,-96.9775693
42-285-31472,728.472,1213.104,484.632,0.15,29.1146365,-96.9373557
42-285-31642,914.4,1097.28,182.88,0.15,29.1259736,-96.974952
42-285-31764,716.28,1133.856,417.576,0.15,29.1029576,-96.9740431
42-285-31803,836.676,1210.056,373.38,0.15,29.2217833,-96.8825403
42-285-31825,822.96,1216.152,393.192,0.15,29.3175643,-96.7681022
42-285-31830,833.628,1240.536,406.908,0.15,29.2872225,-96.780499
42-285-31884,740.664,1283.208,542.544,0.15,29.1028102,-96.9351103
42-285-31996,944.88,981.456,36.576,0.15,29.4226279,-96.9658208
42-285-32028,603.504,1185.672,582.168,0.15,29.3189006,-96.6847173
42-285-32051,609.6,1179.576,569.976,0.15,29.3562147,-96.6344175
42-285-32055,920.496,1197.864,277.368,0.15,29.1390913,-96.8914938
42-285-32058,605.028,1200.912,595.884,0.15,29.3247555,-96.6724802
42-285-32067,618.744,1213.104,594.36,0.15,29.3422834,-96.650351
42-285-32069,762,1200.912,438.912,0.15,29.1952774,-96.7920451
42-285-32077,618.744,1213.104,594.36,0.15,29.3424686,-96.6479041
42-285-32084,972.312,972.312,0,0.15,29.1989115,-96.9454793
42-285-32085,585.216,1213.104,627.888,0.15,29.3318773,-96.6791394
42-285-32086,618.744,1213.104,594.36,0.15,29.3442535,-96.6447206
42-285-32089,978.7128,1320.0888,341.376,0.15,29.2499066,-96.6857874
42-285-32102,618.744,1213.104,594.36,0.15,29.3394198,-96.6464799
42-285-32116,618.744,1213.104,594.36,0.15,29.3377992,-96.6511985
42-285-32119,585.216,1213.104,627.888,0.15,29.3359244,-96.6542863
42-285-32120,585.216,980.2368,395.0208,0.15,29.3404905,-96.6473741
42-285-32121,585.216,1213.104,627.888,0.15,29.3266694,-96.6326695
42-285-32148,838.2,1182.624,344.424,0.15,29.319177,-96.7771634
42-285-32161,618.744,1213.104,594.36,0.15,29.3406313,-96.6484685
42-285-32169,544.068,1210.056,665.988,0.15,29.3376067,-96.6849513
42-285-32183,804.672,1432.56,627.888,0.15,29.3097788,-96.6776286
42-285-32196,826.008,1150.62,324.612,0.15,29.3140741,-96.7721016
42-285-32200,792.48,1188.72,396.24,0.15,29.3403208,-96.6887201
42-285-32204,812.292,1191.768,379.476,0.15,29.3522024,-96.6943789
42-285-32250,812.292,1191.768,379.476,0.15,29.3558975,-96.6982368
42-285-32251,812.292,1191.768,379.476,0.15,29.3430564,-96.6834931
42-285-32272,813.816,1191.768,377.952,0.15,29.3523618,-96.6956226
42-285-32275,874.776,1226.82,352.044,0.15,29.1463534,-96.888059
42-285-32312,813.816,1191.768,377.952,0.15,29.3570978,-96.6994865
42-285-32334,594.36,1219.2,624.84,0.15,29.3282994,-96.6623845
42-285-32335,810.768,1203.96,393.192,0.15,29.3528488,-96.6608392
42-285-32344,1036.32,1036.32,0,0.15,29.1917731,-96.9520133
42-285-32388,807.72,1152.144,344.424,0.15,29.3603399,-96.6922504
42-285-32421,731.52,731.52,0,0.15,29.3647932,-96.8070396
42-285-32476,762,762,0,0.15,29.380112,-96.8003343
42-285-32592,804.672,1203.96,399.288,0.15,29.3565688,-96.6616273
42-285-32718,737.616,1082.04,344.424,0.15,29.1147799,-96.9819768
42-285-32858,1164.336,1584.96,420.624,0.15,29.1411471,-96.9599809
42-285-32863,872.6424,1219.2,346.5576,0.15,29.3189667,-96.6932944
42-285-32902,896.112,1219.5048,323.3928,0.15,29.3308466,-96.677997
42-285-32913,792.48,1110.996,318.516,0.15,29.2171599,-96.8501534
42-285-32918,1219.2,1524,304.8,0.15,29.1741899,-97.0345029
42-285-32934,801.3192,1114.044,312.7248,0.15,29.2209746,-96.8506612
42-285-32951,1219.2,1524,304.8,0.15,29.1728854,-97.0390207
42-285-32970,792.48,926.592,134.112,0.15,29.3373623,-96.6284948
42-285-33014,697.0776,1130.808,433.7304,0.15,29.2244466,-96.8443558
42-285-33094,702.2592,1123.188,420.9288,0.15,29.2166744,-96.8612759
42-285-33101,449.58,906.78,457.2,0.15,29.3240852,-96.9112837
42-285-33116,731.52,1143,411.48,0.15,29.1599226,-96.8946739
42-285-33205,490.728,917.448,426.72,0.15,29.4136285,-96.8115468
42-285-33206,496.824,947.3184,450.4944,0.15,29.3990772,-96.8108082
42-285-33246,647.7,1021.08,373.38,0.15,29.1825508,-96.9780679
42-285-33338,490.728,917.448,426.72,0.15,29.417346,-96.8400049
42-285-33386,701.04,1042.416,341.376,0.15,29.1917784,-96.9564585
42-285-33408,760.7808,899.4648,138.684,0.15,29.1903909,-96.9917658
42-285-33447,777.24,1114.044,336.804,0.15,29.3355754,-96.7577018
42-285-33456,923.544,1301.496,377.952,0.15,29.1909188,-96.8167685
42-285-33531,792.48,1395.984,603.504,0.15,29.3484343,-96.591142
42-285-33545,762,914.4,152.4,0.15,29.2990706,-96.7931169
42-285-33640,938.784,1274.064,335.28,0.15,29.1752695,-96.8233522
42-285-33685,609.6,762,152.4,0.15,29.4877302,-97.1768944
42-285-33704,844.296,1194.816,350.52,0.15,29.177953,-96.8214119
42-285-33719,792.48,853.44,60.96,0.15,29.4845806,-97.1585143
42-285-33721,365.76,487.68,121.92,0.15,29.4680577,-97.1956801
42-285-33723,91.44,243.84,152.4,0.15,29.4823938,-97.2068393
42-285-33725,91.44,243.84,152.4,0.15,29.4503437,-97.1848157
42-285-33727,91.44,243.84,152.4,0.15,29.4506917,-97.1838651
42-285-33730,792.48,853.44,60.96,0.15,29.465047,-97.1974181
42-285-33740,822.96,853.44,30.48,0.15,29.410468,-97.1422068
42-285-33745,792.48,822.96,30.48,0.15,29.5896868,-97.1515691
42-285-33746,792.48,822.96,30.48,0.15,29.5904052,-97.1507691
42-285-33747,792.48,822.96,30.48,0.15,29.584069,-97.1461531
42-285-33748,518.16,548.64,30.48,0.15,29.5000307,-97.1364634
42-285-33749,518.16,548.64,30.48,0.15,29.5020866,-97.1401374
42-285-33750,243.84,304.8,60.96,0.15,29.5642147,-97.1367053
42-285-33751,243.84,243.84,0,0.15,29.565535,-97.1366562
42-285-33753,91.44,121.92,30.48,0.15,29.6111395,-97.1786233
42-285-33754,91.44,121.92,30.48,0.15,29.6121844,-97.1774104
42-285-33755,91.44,121.92,30.48,0.15,29.6127701,-97.176254
42-285-33758,141.732,301.752,160.02,0.15,29.3798072,-97.2245899
42-285-33760,223.4184,383.4384,160.02,0.15,29.3941494,-97.2218851
42-285-33762,792.48,822.96,30.48,0.15,29.5914359,-97.1501296
42-285-33765,518.16,579.12,60.96,0.15,29.4480907,-97.2055225
42-285-33766,518.16,579.12,60.96,0.15,29.4489888,-97.2047327
42-285-33767,731.52,762,30.48,0.15,29.4499649,-97.1406984
42-285-33768,91.44,243.84,152.4,0.15,29.4773076,-97.2105116
42-285-33771,731.52,762,30.48,0.15,29.4520255,-97.1448933
42-285-33772,91.44,243.84,152.4,0.15,29.4767513,-97.2112857
42-285-33774,365.76,487.68,121.92,0.15,29.445574,-97.1890333
42-285-33775,365.76,487.68,121.92,0.15,29.4464549,-97.1910052
42-285-33776,365.76,487.68,121.92,0.15,29.4450245,-97.1915089
42-285-33777,365.76,487.68,121.92,0.15,29.4446177,-97.1930026
42-285-33778,365.76,487.68,121.92,0.15,29.4446568,-97.1942253
42-285-33779,365.76,487.68,121.92,0.15,29.4442906,-97.1952611
42-285-33783,91.44,243.84,152.4,0.15,29.4806554,-97.2074963
42-285-33785,762,792.48,30.48,0.15,29.5118339,-97.1224494
42-285-33786,533.4,594.36,60.96,0.15,29.4309323,-97.1995606
42-285-33787,533.4,594.36,60.96,0.15,29.4325674,-97.2025911
42-285-33788,223.4184,383.4384,160.02,0.15,29.3661106,-97.1961173
42-285-33790,91.44,243.84,152.4,0.15,29.463147,-97.2026754
42-285-33791,91.44,243.84,152.4,0.15,29.4622425,-97.203815
42-285-33797,91.44,243.84,152.4,0.15,29.450632,-97.1825082
42-285-33798,91.44,243.84,152.4,0.15,29.4513344,-97.1813682
42-285-33799,1228.344,1572.768,344.424,0.15,29.5104122,-96.7702503
42-285-33801,365.76,487.68,121.92,0.15,29.4465649,-97.1881813
42-285-33802,792.48,926.592,134.112,0.15,29.5644331,-97.1136194
42-285-33803,91.44,243.84,152.4,0.15,29.4696669,-97.1913461
42-285-33804,91.44,243.84,152.4,0.15,29.469763,-97.190075
42-285-33805,91.44,243.84,152.4,0.15,29.4734771,-97.1900595
42-285-33806,91.44,243.84,152.4,0.15,29.4732322,-97.1887716
42-285-33807,792.48,926.592,134.112,0.15,29.5953953,-97.1202578
42-285-33808,213.9696,244.4496,30.48,0.15,29.5304712,-97.1674891
42-285-33810,213.9696,244.4496,30.48,0.15,29.5290033,-97.167482
42-285-33811,213.9696,244.4496,30.48,0.15,29.5282103,-97.1690656
42-285-33815,792.48,41.4528,-751.0272,0.15,29.5839972,-97.1337894
42-285-33816,1274.064,1612.392,338.328,0.15,29.5071392,-96.7611795
42-285-33817,91.44,243.84,152.4,0.15,29.469617,-97.194096
42-285-33818,91.44,243.84,152.4,0.15,29.4692971,-97.19241
42-285-33819,91.44,243.84,152.4,0.15,29.4681139,-97.1948168
42-285-33821,792.48,72.8472,-719.6328,0.15,29.58446,-97.131804
42-285-33822,197.2056,227.6856,30.48,0.15,29.5352338,-97.1625236
42-285-33824,197.2056,227.6856,30.48,0.15,29.5348805,-97.1662029
42-285-33825,197.2056,227.6856,30.48,0.15,29.5353061,-97.1645051
42-285-33829,207.8736,238.3536,30.48,0.15,29.6278379,-97.1132767
42-285-33830,207.8736,238.3536,30.48,0.15,29.6277727,-97.111062
42-285-33831,73.7616,236.22,162.4584,0.15,29.3845946,-97.2309969
42-285-33832,243.84,670.56,426.72,0.15,29.6289253,-97.1594334
42-285-33833,243.84,670.56,426.72,0.15,29.6290649,-97.1614026
42-285-33834,243.84,670.56,426.72,0.15,29.6291365,-97.1573743
42-285-33840,487.68,548.64,60.96,0.15,29.4651228,-97.1282463
42-285-33841,487.68,548.64,60.96,0.15,29.4636884,-97.1285064
42-285-33842,396.24,487.68,91.44,0.15,29.4782938,-97.1240736
42-285-33843,396.24,487.68,91.44,0.15,29.4781722,-97.1225141
42-285-33844,670.56,731.52,60.96,0.15,29.4119894,-97.1370077
42-285-33845,670.56,731.52,60.96,0.15,29.4159606,-97.13798
42-285-33848,207.8736,238.3536,30.48,0.15,29.6276532,-97.1176053
42-285-33850,243.84,304.8,60.96,0.15,29.5484432,-97.1291815
42-285-33851,243.84,304.8,60.96,0.15,29.5496174,-97.1291736
42-285-33852,655.32,716.28,60.96,0.15,29.4234578,-97.1607426
42-285-33853,655.32,716.28,60.96,0.15,29.4227545,-97.1618674
42-285-33854,162.1536,328.2696,166.116,0.15,29.3828505,-97.179367
42-285-33856,670.56,731.52,60.96,0.15,29.4126296,-97.139587
42-285-33857,670.56,731.52,60.96,0.15,29.4135549,-97.1414522
42-285-33858,189.5856,368.1984,178.6128,0.15,29.3800809,-97.1955905
42-285-33861,91.44,121.92,30.48,0.15,29.5785605,-97.1622971
42-285-33862,640.08,701.04,60.96,0.15,29.4211447,-97.1627423
42-285-33863,640.08,701.04,60.96,0.15,29.4203592,-97.1639158
42-285-33864,91.44,121.92,30.48,0.15,29.5769723,-97.1590724
42-285-33865,91.44,121.92,30.48,0.15,29.5795571,-97.1591588
42-285-33866,381,396.24,15.24,0.15,29.5064948,-97.1343561
42-285-33867,381,396.24,15.24,0.15,29.5044639,-97.1352934
42-285-33868,40.2336,248.412,208.1784,0.15,29.3796663,-97.2229228
42-285-33869,220.6752,251.1552,30.48,0.15,29.547229,-97.1757618
42-285-33870,220.6752,251.1552,30.48,0.15,29.5446303,-97.1757529
42-285-33871,487.68,548.64,60.96,0.15,29.4797796,-97.1431749
42-285-33872,487.68,548.64,60.96,0.15,29.4794541,-97.1444847
42-285-33873,487.68,548.64,60.96,0.15,29.4796984,-97.1461632
42-285-33874,487.68,548.64,60.96,0.15,29.4806585,-97.1471279
42-285-33875,220.6752,251.1552,30.48,0.15,29.5415914,-97.1744959
42-285-33881,211.5312,409.6512,198.12,0.15,29.4096402,-97.194547
42-285-33887,731.52,792.48,60.96,0.15,29.4870409,-97.1747094
42-285-33888,731.52,792.48,60.96,0.15,29.4885765,-97.1747879
42-285-33890,441.96,457.2,15.24,0.15,29.4595804,-97.1573309
42-285-33891,211.5312,409.6512,198.12,0.15,29.4107934,-97.1920145
42-285-33898,43.8912,252.984,209.0928,0.15,29.3795094,-97.2208956
42-285-33899,165.2016,349.9104,184.7088,0.15,29.4092186,-97.2086195
42-285-33900,731.52,792.48,60.96,0.15,29.4948635,-97.174617
42-285-33901,731.52,792.48,60.96,0.15,29.4934943,-97.1748098
42-285-33902,731.52,792.48,60.96,0.15,29.4918217,-97.1749504
42-285-33903,230.124,262.128,32.004,0.15,29.5322433,-97.1855948
42-285-33909,426.72,487.68,60.96,0.15,29.5526247,-97.1864916
42-285-33910,426.72,487.68,60.96,0.15,29.5526484,-97.185072
42-285-33911,426.72,487.68,60.96,0.15,29.5535329,-97.1842146
42-285-33915,762,457.2,-304.8,0.15,29.3359685,-96.8884911
42-285-33926,234.696,259.08,24.384,0.15,29.5281659,-97.186888
42-285-33932,731.52,792.48,60.96,0.15,29.4782211,-97.1801469
42-285-33933,731.52,792.48,60.96,0.15,29.4780547,-97.1824449
42-285-33934,853.44,883.92,30.48,0.15,29.4464111,-97.1188069
42-285-33935,853.44,883.92,30.48,0.15,29.4452728,-97.1191065
42-285-33939,53.9496,246.5832,192.6336,0.15,29.3946738,-97.2216117
42-285-33940,60.96,182.88,121.92,0.15,29.6110823,-97.1325305
42-285-33941,60.96,182.88,121.92,0.15,29.610909,-97.1323789
42-285-33942,183.4896,352.9584,169.4688,0.15,29.3917256,-97.1423817
42-285-33943,17.0688,218.5416,201.4728,0.15,29.3949662,-97.2240374
42-285-33944,32.004,234.696,202.692,0.15,29.3954449,-97.225759
42-285-33945,91.44,213.36,121.92,0.15,29.5658283,-97.1825966
42-285-33946,91.44,213.36,121.92,0.15,29.5657038,-97.1809628
42-285-33947,137.16,167.64,30.48,0.15,29.5996044,-97.1695039
42-285-33948,137.16,167.64,30.48,0.15,29.597677,-97.1654759
42-285-33950,152.4,182.88,30.48,0.15,29.5350381,-97.1523575
42-285-33954,487.68,548.64,60.96,0.15,29.4601996,-97.1733099
42-285-33955,487.68,548.64,60.96,0.15,29.4584826,-97.1733639
42-285-33956,853.44,883.92,30.48,0.15,29.463295,-97.1261028
42-285-33957,853.44,883.92,30.48,0.15,29.4622654,-97.1266301
42-285-33961,533.4,594.36,60.96,0.15,29.4289793,-97.1940465
42-285-33965,548.64,670.56,121.92,0.15,29.4856902,-96.945868
42-285-33972,121.92,152.4,30.48,0.15,29.5678324,-97.1628073
42-285-33973,121.92,152.4,30.48,0.15,29.5675248,-97.160248
42-285-33975,121.92,152.4,30.48,0.15,29.5674149,-97.1650161
42-285-33978,792.48,926.592,134.112,0.15,29.3798918,-96.938444
42-285-33979,228.6,259.08,30.48,0.15,29.5410149,-97.1905093
42-285-33980,228.6,259.08,30.48,0.15,29.5415825,-97.1879295
42-285-33981,228.6,259.08,30.48,0.15,29.5451746,-97.187945
42-285-33985,813.816,1298.448,484.632,0.15,29.24892,-96.69638
42-285-33992,746.76,1219.2,472.44,0.15,29.2192889,-96.8069111
42-285-33993,792.48,926.592,134.112,0.15,29.3393477,-96.9790655
42-285-33995,792.48,926.592,134.112,0.15,29.3858367,-96.942501
42-285-33996,304.8,365.76,60.96,0.15,29.5613634,-97.1843883
42-285-33997,304.8,365.76,60.96,0.15,29.5743085,-97.1943259
42-285-33998,304.8,365.76,60.96,0.15,29.5577352,-97.1839032
42-285-33999,304.8,365.76,60.96,0.15,29.5596849,-97.1840327
42-285-34007,121.92,152.4,30.48,0.15,29.5719694,-97.1819878
42-285-34008,121.92,152.4,30.48,0.15,29.5679034,-97.1767447
42-285-34009,121.92,152.4,30.48,0.15,29.5654105,-97.1728829
42-285-34010,411.48,472.44,60.96,0.15,29.533576,-97.1972556
42-285-34011,411.48,472.44,60.96,0.15,29.5273141,-97.188393
42-285-34012,411.48,472.44,60.96,0.15,29.5310357,-97.1906986
42-285-34013,411.48,472.44,60.96,0.15,29.5317705,-97.1897821
42-285-34014,60.96,182.88,121.92,0.15,29.6119405,-97.1343487
42-285-34015,60.96,182.88,121.92,0.15,29.6111697,-97.1359947
42-285-34016,60.96,182.88,121.92,0.15,29.6080776,-97.1374329
42-285-34017,60.96,182.88,121.92,0.15,29.6077652,-97.1402478
42-285-34019,213.36,243.84,30.48,0.15,29.5087267,-97.1697771
42-285-34020,60.96,182.88,121.92,0.15,29.6124089,-97.1290164
42-285-34021,60.96,182.88,121.92,0.15,29.6095526,-97.1263466
42-285-34022,60.96,182.88,121.92,0.15,29.6095867,-97.1246214
42-285-34023,60.96,182.88,121.92,0.15,29.6110196,-97.1226961
42-285-34025,844.296,1194.816,350.52,0.15,29.1755418,-96.8238442
42-285-34027,213.36,243.84,30.48,0.15,29.5080616,-97.1719449
42-285-34035,731.52,792.48,60.96,0.15,29.4903651,-97.1511386
42-285-34036,731.52,792.48,60.96,0.15,29.4882832,-97.1512415
42-285-34038,731.52,792.48,60.96,0.15,29.4935584,-97.1525686
42-285-34039,121.92,152.4,30.48,0.15,29.556207,-97.147149
42-285-34040,121.92,152.4,30.48,0.15,29.5576061,-97.1467085
42-285-34041,121.92,152.4,30.48,0.15,29.5598164,-97.1460392
42-285-34042,152.4,304.8,152.4,0.15,29.5904487,-97.1280953
42-285-34043,152.4,304.8,152.4,0.15,29.5878325,-97.1249682
42-285-34045,304.8,305.1048,0.3048,0.15,29.5300391,-97.1049741
42-285-34046,1036.32,1301.496,265.176,0.15,29.3758009,-96.6416239
42-285-34047,121.92,152.4,30.48,0.15,29.5464448,-97.1507885
42-285-34048,121.92,152.4,30.48,0.15,29.5452117,-97.1515639
42-285-34049,121.92,152.4,30.48,0.15,29.5435465,-97.1536003
42-285-34051,518.16,579.12,60.96,0.15,29.4645225,-97.1311075
42-285-34052,518.16,579.12,60.96,0.15,29.4640285,-97.132484
42-285-34057,152.0952,334.9752,182.88,0.15,29.4043603,-97.1578805
42-285-34058,182.88,365.4552,182.5752,0.15,29.3604864,-97.1344089
42-285-34059,137.16,320.04,182.88,0.15,29.3943649,-97.2128323
42-285-34060,137.16,320.04,182.88,0.15,29.3942055,-97.2111026
42-285-34061,670.56,731.52,60.96,0.15,29.447061,-97.1790158
42-285-34062,167.64,350.52,182.88,0.15,29.3701095,-97.1965873
42-285-34063,167.64,350.52,182.88,0.15,29.369229,-97.1934246
42-285-34064,243.84,274.32,30.48,0.15,29.5189527,-97.1164304
42-285-34065,243.84,274.32,30.48,0.15,29.5204065,-97.1200019
42-285-34066,243.84,274.32,30.48,0.15,29.5108527,-97.1546671
42-285-34067,243.84,274.32,30.48,0.15,29.5106493,-97.1566446
42-285-34068,91.44,243.84,152.4,0.15,29.4509416,-97.1786787
42-285-34069,91.44,243.84,152.4,0.15,29.4524662,-97.1779428
42-285-34070,818.0832,1316.736,498.6528,0.15,29.246988,-96.690634
42-285-34072,975.36,1036.32,60.96,0.15,29.4459708,-97.2008417
42-285-34073,975.36,1036.32,60.96,0.15,29.4455964,-97.1984353
42-285-34074,487.68,548.64,60.96,0.15,29.486801,-97.118354
42-285-34075,487.68,548.64,60.96,0.15,29.485334,-97.1199855
42-285-34076,121.92,152.4,30.48,0.15,29.585259,-97.1271135
42-285-34077,121.92,152.4,30.48,0.15,29.5852812,-97.1253193
42-285-34080,731.52,792.48,60.96,0.15,29.4605251,-97.1600808
42-285-34081,731.52,792.48,60.96,0.15,29.458946,-97.1610033
42-285-34082,792.48,926.592,134.112,0.15,29.3893722,-96.9401301
42-285-34086,60.96,182.88,121.92,0.15,29.6451451,-97.1423242
42-285-34087,60.96,182.88,121.92,0.15,29.6463441,-97.1445131
42-285-34088,243.84,274.32,30.48,0.15,29.5155885,-97.1373336
42-285-34089,243.84,274.32,30.48,0.15,29.5174639,-97.1374849
42-285-34090,213.36,411.48,198.12,0.15,29.3804074,-97.1838437
42-285-34091,213.36,411.48,198.12,0.15,29.3794845,-97.1818996
42-285-34094,762,822.96,60.96,0.15,29.4605273,-97.1375217
42-285-34095,762,822.96,60.96,0.15,29.461901,-97.1368267
42-285-34098,731.52,792.48,60.96,0.15,29.4863603,-97.1569194
42-285-34099,731.52,792.48,60.96,0.15,29.4894482,-97.1582457
42-285-34100,731.52,792.48,60.96,0.15,29.4863894,-97.1521218
42-285-34102,487.68,548.64,60.96,0.15,29.4446668,-97.1707091
42-285-34103,487.68,548.64,60.96,0.15,29.4484369,-97.1701201
42-285-34104,670.56,731.52,60.96,0.15,29.3974554,-97.1245031
42-285-34105,670.56,731.52,60.96,0.15,29.4520294,-97.1547117
42-285-34107,792.48,926.592,134.112,0.15,29.3896035,-96.9345423
42-285-34108,533.4,594.36,60.96,0.15,29.4296534,-97.1925223
42-285-34110,533.4,594.36,60.96,0.15,29.4349235,-97.1948291
42-285-34111,669.9504,729.3864,59.436,0.15,29.3592038,-97.1151482
42-285-34112,670.56,731.52,60.96,0.15,29.443471,-97.1959996
42-285-34114,121.92,152.4,30.48,0.15,29.5604225,-97.0919768
42-285-34115,807.72,944.88,137.16,0.15,29.5997158,-97.1148668
42-285-34118,137.16,320.04,182.88,0.15,29.4462833,-97.2249839
42-285-34119,137.16,320.04,182.88,0.15,29.4413701,-97.2252881
42-285-34125,701.04,762,60.96,0.15,29.4097384,-97.1397992
42-285-34129,152.4,182.88,30.48,0.15,29.542067,-97.1530353
