api_number,depth_top,depth_bot,thickness,porosity,coord_latitude,coord_longitude
42-215-33905,627.888,2392.68,1764.792,0.15,26.6640672,-98.2960703
42-215-33906,1488.6432,2260.092,771.4488,0.15,26.2435911,-98.4343949
42-215-33907,1423.416,2194.56,771.144,0.15,26.2562456,-98.4470917
42-215-33908,1206.0936,2074.4688,868.3752,0.15,26.6914223,-98.3350465
42-215-33909,1170.432,1996.44,826.008,0.15,26.679328,-98.3487434
42-215-33915,1168.908,2016.8616,847.9536,0.15,26.6845257,-98.3534772
42-215-33930,1447.4952,2181.4536,733.9584,0.15,26.4896713,-98.4180515
42-215-34002,1188.72,2715.768,1527.048,0.15,26.3635438,-98.5167546
42-215-34014,1441.704,2246.0712,804.3672,0.15,26.2599148,-98.4392275
42-215-34061,1347.216,2241.804,894.588,0.15,26.2437153,-98.455105
42-215-34088,1447.4952,2181.4536,733.9584,0.15,26.4770715,-98.4418232
42-215-34098,1508.76,2758.44,1249.68,0.15,26.4830535,-98.4298975
42-215-34101,1517.904,2297.5824,779.6784,0.15,26.2641282,-98.4357621
42-215-34110,1826.9712,3454.6032,1627.632,0.15,26.4692846,-98.3340927
42-215-34111,1819.656,3527.4504,1707.7944,0.15,26.4562422,-98.3413347
42-215-34117,777.24,2582.8752,1805.6352,0.15,26.6139849,-98.3150057
42-215-34118,1648.968,3075.432,1426.464,0.15,26.6531184,-98.2574229
42-215-34119,1627.632,2959.9128,1332.2808,0.15,26.6700773,-98.2679611
42-215-34120,1464.2592,2295.7536,831.4944,0.15,26.4885027,-98.4585059
42-215-34121,1505.712,2258.568,752.856,0.15,26.4525154,-98.4444899
42-215-34122,1487.424,2275.332,787.908,0.15,26.4476512,-98.4464217
42-215-34123,1705.9656,2277.7704,571.8048,0.15,26.4758541,-98.4323885
42-215-34125,1392.936,2888.2848,1495.3488,0.15,26.6666736,-98.2394191
42-215-34126,1440.18,2835.2496,1395.0696,0.15,26.6757023,-98.2774087
42-215-34131,1523.3904,3564.3312,2040.9408,0.15,26.453766,-98.3398067
42-215-34132,1607.82,2189.3784,581.5584,0.15,26.4479961,-98.4617077
42-215-34133,1481.328,2243.328,762,0.15,26.4507697,-98.4487623
42-215-34135,1554.1752,3519.2208,1965.0456,0.15,26.4600231,-98.3415936
42-215-34136,1359.408,2957.4744,1598.0664,0.15,26.6619442,-98.2454625
42-215-34137,1705.356,3186.3792,1481.0232,0.15,26.4645844,-98.3808168
42-215-34142,1538.3256,2264.664,726.3384,0.15,26.4855396,-98.4280187
42-215-34157,1528.2672,2521.6104,993.3432,0.15,26.4466493,-98.4400881
42-215-34158,1479.4992,2293.9248,814.4256,0.15,26.4479591,-98.4512568
42-215-34160,1078.992,2667,1588.008,0.15,26.6658639,-98.2410694
42-215-34161,1057.656,2712.72,1655.064,0.15,26.6653012,-98.2486637
42-215-34162,1475.8416,2290.2672,814.4256,0.15,26.4467097,-98.4529958
42-215-34163,1482.5472,2268.3216,785.7744,0.15,26.4429258,-98.4493066
42-215-34164,1469.7456,2228.6976,758.952,0.15,26.4478314,-98.4584604
42-215-34166,1064.3616,2673.096,1608.7344,0.15,26.6638015,-98.2396405
42-215-34167,1462.1256,2181.4536,719.328,0.15,26.4458706,-98.4631944
42-239-01662,1541.6784,2106.168,564.4896,0.15,28.960547,-96.5953711
42-239-03433,1554.48,2307.336,752.856,0.15,28.9984547,-96.4505695
42-239-03487,1554.48,2307.336,752.856,0.15,28.9952782,-96.4536517
42-239-03604,1554.48,2307.336,752.856,0.15,28.9962825,-96.4384847
42-239-30118,1554.48,2307.336,752.856,0.15,28.9954079,-96.4561151
42-239-30141,1566.672,2307.336,740.664,0.15,28.9969874,-96.4311011
42-239-30148,1554.48,2307.336,752.856,0.15,28.9954558,-96.4570595
42-239-30225,1554.48,2307.336,752.856,0.15,29.1045434,-96.6366711
42-239-30246,1554.48,2307.336,752.856,0.15,29.0033987,-96.4459564
42-239-30261,1569.72,2301.24,731.52,0.15,28.9929985,-96.452074
42-239-30339,1566.672,2307.336,740.664,0.15,28.9935486,-96.4425345
42-239-30645,940.9176,1313.688,372.7704,0.15,29.1107613,-96.8430831
42-239-31394,1524,2343.912,819.912,0.15,28.820775,-96.6453325
42-239-31610,1584.96,2682.24,1097.28,0.15,28.7645934,-96.6731344
42-239-31628,1459.992,1965.96,505.968,0.15,28.9795935,-96.5888053
42-239-31848,1560.576,2194.56,633.984,0.15,28.8992935,-96.6167099
42-239-31850,1563.624,2179.32,615.696,0.15,28.9009474,-96.6207719
42-239-31859,1563.624,2179.32,615.696,0.15,28.8982734,-96.6214429
42-239-31872,1560.576,2194.56,633.984,0.15,28.8955014,-96.6194452
42-239-31947,1560.576,2209.8,649.224,0.15,28.8976592,-96.6200522
42-239-31951,1539.24,2529.84,990.6,0.15,28.774883,-96.6493452
42-239-31961,1113.7392,1675.7904,562.0512,0.15,28.9970536,-96.7116576
42-239-31962,1524,2255.52,731.52,0.15,29.0164438,-96.4281702
42-239-31978,1310.64,1706.88,396.24,0.15,28.9983695,-96.7074853
42-239-31985,1438.656,1859.28,420.624,0.15,29.0948027,-96.5068695
42-239-31992,1292.9616,1883.9688,591.0072,0.15,29.0859335,-96.5049852
42-239-31995,1036.32,1432.56,396.24,0.15,29.0528908,-96.7859725
42-239-32075,961.644,1371.6,409.956,0.15,29.0831623,-96.7154515
42-239-32091,1560.576,2209.8,649.224,0.15,28.8891911,-96.631701
42-239-32121,1691.64,1706.88,15.24,0.15,28.9776721,-96.7416046
42-239-32150,1113.7392,1675.7904,562.0512,0.15,28.9991098,-96.7175599
42-239-32155,1871.472,2214.6768,343.2048,0.15,28.8883217,-96.6344793
42-239-32164,1371.6,1676.4,304.8,0.15,28.994983,-96.7228152
42-239-32186,1450.848,2112.264,661.416,0.15,28.886825,-96.6842326
42-239-32205,1554.48,2103.12,548.64,0.15,28.901004,-96.624637
42-239-32225,1457.8584,2118.36,660.5016,0.15,28.8849695,-96.6873403
42-239-32227,1554.48,2307.336,752.856,0.15,28.9990102,-96.4502285
42-239-32228,1554.48,2307.336,752.856,0.15,28.9950134,-96.4443953
42-239-32292,1144.8288,1676.4,531.5712,0.15,29.1188398,-96.553372
42-239-32300,993.648,1389.2784,395.6304,0.15,29.1709966,-96.6452196
42-239-32303,1045.464,1767.84,722.376,0.15,29.0181513,-96.6665577
42-239-32362,1190.5488,1771.8024,581.2536,0.15,29.0872964,-96.5778494
42-239-32418,1557.528,2377.44,819.912,0.15,29.0118578,-96.3972557
42-239-32483,1005.84,1530.096,524.256,0.15,29.1020143,-96.6392461
42-239-32519,1050.9504,1488.948,437.9976,0.15,29.0830387,-96.7197385
42-239-32520,1242.06,1856.232,614.172,0.15,28.9308193,-96.7209183
42-239-32524,1305.4584,1868.424,562.9656,0.15,29.077984,-96.5167581
42-239-32536,1188.72,1767.84,579.12,0.15,28.9796272,-96.7331804
42-239-32544,1493.52,1868.424,374.904,0.15,29.0751441,-96.5171074
42-239-32548,1188.72,1737.36,548.64,0.15,28.9989844,-96.6940547
42-239-32555,1188.72,1493.52,304.8,0.15,29.1830161,-96.6036586
42-239-32563,1265.8344,1844.9544,579.12,0.15,29.0810762,-96.5151206
42-239-32575,1225.296,1436.2176,210.9216,0.15,29.0420456,-96.7769112
42-239-32588,984.504,1443.228,458.724,0.15,29.1782325,-96.6016473
42-239-32590,1130.808,1496.568,365.76,0.15,29.2163841,-96.6141991
42-239-32592,1167.384,1706.88,539.496,0.15,28.9953439,-96.693027
42-239-32607,1173.48,2316.48,1143,0.15,28.9786601,-96.4729358
42-239-32609,1129.284,1490.472,361.188,0.15,29.2173853,-96.6178995
42-239-32614,1203.96,1717.548,513.588,0.15,29.1402384,-96.5553928
42-239-32662,954.024,1554.48,600.456,0.15,29.0048846,-96.7759651
42-239-32668,953.4144,1389.888,436.4736,0.15,29.1781167,-96.6306257
42-239-32669,1104.9,1493.52,388.62,0.15,29.2205909,-96.6128898
42-239-32670,964.692,1417.32,452.628,0.15,29.2510718,-96.6501457
42-239-32711,1199.388,1569.72,370.332,0.15,29.1905021,-96.6290393
42-239-32740,1019.556,1391.412,371.856,0.15,29.1367162,-96.7908551
42-239-32751,1693.164,1735.836,42.672,0.15,29.05009,-96.6302093
42-239-32878,1072.896,1377.696,304.8,0.15,29.0319724,-96.8124675
42-239-32882,978.408,1338.072,359.664,0.15,29.0527989,-96.8419516
42-239-32885,1014.984,1362.456,347.472,0.15,29.0235279,-96.821133
42-239-32898,929.64,1246.632,316.992,0.15,29.102197,-96.8660045
42-239-32910,1051.56,1338.072,286.512,0.15,29.0431084,-96.7754438
42-239-32917,1372.5144,1826.9712,454.4568,0.15,29.0439154,-96.5539291
42-239-32997,1030.224,1447.8,417.576,0.15,29.0567376,-96.7949003
42-239-33090,1194.816,1749.552,554.736,0.15,29.0196782,-96.6621231
42-239-33119,979.0176,1441.704,462.6864,0.15,29.2004598,-96.6743401
42-239-33305,1005.84,1386.84,381,0.15,29.1512804,-96.6505523
42-239-33355,957.072,1426.464,469.392,0.15,29.0752574,-96.7841465
42-239-33373,1097.28,1530.096,432.816,0.15,29.0976178,-96.6348321
42-239-33378,1106.424,1592.58,486.156,0.15,29.0722266,-96.6639456
42-239-33409,778.1544,1322.832,544.6776,0.15,29.2524814,-96.6711344
42-239-33443,1053.084,1485.9,432.816,0.15,29.0535626,-96.7603137
42-239-33465,1127.76,1522.476,394.716,0.15,29.058803,-96.7203838
42-239-33466,1052.1696,1501.14,448.9704,0.15,29.0517588,-96.7534187
42-239-33467,1126.8456,1574.292,447.4464,0.15,29.0461267,-96.695878
42-239-33469,1077.468,1504.188,426.72,0.15,29.0142969,-96.7955925
42-239-33470,1059.18,1488.948,429.768,0.15,29.057647,-96.7459018
42-239-33485,1098.804,1539.24,440.436,0.15,29.0093244,-96.7756771
42-239-33493,1091.184,1522.476,431.292,0.15,29.0002478,-96.7899794
42-239-33517,1048.512,1466.6976,418.1856,0.15,29.0853869,-96.7134383
42-239-33526,1139.952,1536.192,396.24,0.15,29.0994143,-96.6244688
42-239-33795,1359.408,1381.3536,21.9456,0.15,29.2444222,-96.6622042
42-239-81422,1566.672,2307.336,740.664,0.15,28.9960848,-96.4408794
42-241-30573,576.072,1304.544,728.472,0.15,30.6696537,-93.9728773
42-241-30583,536.448,1310.64,774.192,0.15,30.6549313,-94.0245257
42-241-30604,1193.292,1821.18,627.888,0.15,30.4403062,-93.9364775
42-241-30714,1524,2164.08,640.08,0.15,30.2742486,-93.969704
42-241-30745,1524,2164.08,640.08,0.15,30.2740331,-93.9771163
42-245-31310,1720.9008,2415.2352,694.3344,0.15,30.0894597,-94.2848901
42-245-31356,1720.9008,2415.2352,694.3344,0.15,30.0834052,-94.2874231
42-245-31421,1719.6816,2415.2352,695.5536,0.15,30.0995362,-94.2841395
42-245-31707,1832.7624,2507.8944,675.132,0.15,30.0129819,-94.390422
42-245-31721,2594.4576,3334.512,740.0544,0.15,29.9743651,-93.8636837
42-245-31946,1615.44,2179.32,563.88,0.15,30.0980966,-94.3902416
42-245-32062,2551.176,4169.664,1618.488,0.15,29.8469496,-94.2597094
42-245-32075,1655.064,2350.008,694.944,0.15,30.1473552,-94.1768394
42-245-32083,1819.0464,2490.216,671.1696,0.15,30.0147864,-94.4116942
42-245-32088,1883.664,2883.408,999.744,0.15,30.0575347,-94.169632
42-245-32165,1716.024,2442.972,726.948,0.15,30.094388,-94.2818725
42-245-32183,2548.128,3425.952,877.824,0.15,29.8305773,-94.196116
42-245-32243,1722.12,2438.7048,716.5848,0.15,30.0921966,-94.290001
42-245-32262,1741.932,2466.4416,724.5096,0.15,30.0862147,-94.2860771
42-245-32274,1727.3016,2449.068,721.7664,0.15,30.0889114,-94.2897999
42-245-32286,1675.1808,2398.4712,723.2904,0.15,30.1122387,-94.2821969
42-245-32302,1837.944,2667,829.056,0.15,30.0387919,-94.3498798
42-245-32423,1837.944,2697.48,859.536,0.15,30.0273689,-94.3679076
42-245-32431,1901.952,2724.912,822.96,0.15,30.0223634,-94.3413966
42-245-32435,1868.424,2688.336,819.912,0.15,30.0244982,-94.3480659
42-245-32453,1857.4512,2590.4952,733.044,0.15,29.9973764,-94.4130788
42-245-32491,1857.4512,2584.704,727.2528,0.15,29.9985843,-94.4054885
42-245-32509,1833.372,2461.26,627.888,0.15,30.013667,-94.4193429
42-245-32516,1882.14,2590.8,708.66,0.15,29.9956958,-94.4181552
42-245-32529,1737.36,2426.208,688.848,0.15,30.0211935,-94.4358492
42-245-32544,1721.8152,2421.0264,699.2112,0.15,30.0234059,-94.4332279
42-245-32568,1722.12,2416.1496,694.0296,0.15,30.0310791,-94.429234
42-245-32587,2093.976,2529.84,435.864,0.15,30.0484661,-94.3677939
42-245-32606,1807.464,2528.316,720.852,0.15,30.0778613,-94.2089774
42-245-32626,1909.2672,2624.0232,714.756,0.15,29.9953442,-94.385227
42-245-32629,2331.72,2956.56,624.84,0.15,29.9534364,-94.1327948
42-245-32632,1828.8,2651.76,822.96,0.15,30.0617236,-94.2045983
42-245-32648,1899.8184,2637.4344,737.616,0.15,29.9923638,-94.4005858
42-245-32652,1902.5616,2648.1024,745.5408,0.15,29.9875541,-94.3993419
42-245-32687,1821.7896,2468.2704,646.4808,0.15,30.0862463,-94.2098839
42-245-32699,1831.2384,2667,835.7616,0.15,30.0554894,-94.2875855
42-245-32722,2057.4,2707.5384,650.1384,0.15,30.0099238,-94.2069295
42-245-32728,1705.356,2408.8344,703.4784,0.15,30.0371248,-94.4320821
42-245-32741,1615.44,2302.1544,686.7144,0.15,30.182411,-94.1756231
42-245-32757,1722.12,2461.26,739.14,0.15,30.0985869,-94.2611915
42-245-32771,1816.608,2636.52,819.912,0.15,30.0566544,-94.18715
42-247-31693,731.52,731.52,0,0.15,27.1189423,-98.6244473
42-247-31770,676.656,676.656,0,0.15,27.1000648,-98.6342849
42-247-31798,274.32,731.52,457.2,0.15,27.3354992,-98.5426142
42-247-32461,609.6,1051.56,441.96,0.15,26.9084071,-98.8688736
42-247-32467,868.68,1042.416,173.736,0.15,27.2835788,-98.5310889
42-247-32468,868.68,1042.416,173.736,0.15,27.2877368,-98.5303397
42-247-32469,609.6,1051.56,441.96,0.15,27.2868653,-98.5355877
42-247-32484,220.98,312.42,91.44,0.15,26.8773581,-98.8808071
42-249-00849,1207.008,1731.264,524.256,0.15,27.8047806,-97.9606834
42-249-01896,1410.6144,1603.248,192.6336,0.15,27.6962242,-98.0408956
42-249-30167,1066.8,2224.1256,1157.3256,0.15,27.3660222,-98.0761261
42-249-30334,996.696,1484.376,487.68,0.15,27.7054669,-98.0979162
42-249-30402,1149.7056,1417.32,267.6144,0.15,27.3949961,-98.0896633
42-249-30979,518.16,944.88,426.72,0.15,27.9344103,-98.2164798
42-249-31443,1182.624,1588.008,405.384,0.15,27.789881,-97.9762906
42-249-31537,914.4,1524,609.6,0.15,27.8614925,-98.0230774
42-249-31611,1392.936,1600.2,207.264,0.15,27.6235528,-98.2213391
42-249-31625,1050.9504,1504.4928,453.5424,0.15,27.6833936,-98.0440072
42-249-31777,822.96,1463.04,640.08,0.15,27.5921029,-98.2160221
42-249-31807,1226.82,1821.18,594.36,0.15,27.6554305,-98.0356373
42-249-31817,853.44,1414.272,560.832,0.15,27.8948702,-98.0046326
42-249-31837,914.4,1463.04,548.64,0.15,27.5683599,-98.1907061
42-249-31854,1127.76,1684.6296,556.8696,0.15,27.7800564,-97.9703402
42-249-31855,984.504,1525.524,541.02,0.15,27.6855073,-98.166391
42-249-31913,993.0384,1635.252,642.2136,0.15,27.6831282,-98.1637806
42-249-31915,1219.2,1417.32,198.12,0.15,27.7943858,-98.1706073
42-249-31945,987.552,1645.92,658.368,0.15,27.9458632,-97.9587757
42-249-31968,883.92,1545.336,661.416,0.15,27.8136115,-97.9769495
42-249-31975,914.4,1508.76,594.36,0.15,27.6880749,-98.1625725
42-249-31978,993.0384,1635.252,642.2136,0.15,27.6854806,-98.1622638
42-249-31996,1897.0752,2045.208,148.1328,0.15,27.3742671,-98.1102155
42-249-32000,1692.2496,2234.184,541.9344,0.15,27.3637978,-98.1134348
42-249-32027,1096.6704,1538.3256,441.6552,0.15,27.6318152,-98.1600161
42-249-32033,803.7576,1526.7432,722.9856,0.15,27.8880729,-97.9857888
42-249-32050,990.6,1633.728,643.128,0.15,27.6277372,-98.1111516
42-249-32070,1158.24,2316.48,1158.24,0.15,27.3018124,-98.1062199
42-249-32075,923.544,1600.2,676.656,0.15,27.7126733,-98.0288303
42-249-32090,765.048,1661.16,896.112,0.15,27.3789589,-98.1605432
42-249-32097,988.4664,1457.2488,468.7824,0.15,27.8860761,-98.0101963
42-249-32135,1162.2024,1616.964,454.7616,0.15,27.644752,-98.1530372
42-249-32273,2221.992,2487.168,265.176,0.15,27.2785768,-98.0934779
42-249-32275,1222.248,1222.248,0,0.15,27.9681765,-98.1516229
42-249-32333,1005.84,1441.704,435.864,0.15,27.8923305,-98.0281705
42-249-32335,792.48,1158.24,365.76,0.15,27.922436,-98.1377537
42-249-32347,457.2,1048.512,591.312,0.15,28.0161339,-98.1771151
42-249-32391,350.52,822.96,472.44,0.15,27.9489893,-98.2241245
42-249-32411,1459.3824,1523.3904,64.008,0.15,27.788695,-98.0899157
42-249-32423,762,1981.2,1219.2,0.15,27.2867111,-98.0990171
42-249-32430,1173.48,1600.2,426.72,0.15,27.60888,-98.1746271
42-249-32445,1597.152,2636.52,1039.368,0.15,27.2703127,-98.1068665
42-249-32458,1638.3,1722.12,83.82,0.15,27.6283917,-98.1414778
42-249-32459,1637.0808,1720.9008,83.82,0.15,27.6265356,-98.1750087
42-249-32491,1267.968,2230.5264,962.5584,0.15,27.3829775,-98.0753652
42-249-32497,906.78,1548.384,641.604,0.15,27.7868862,-98.0778532
42-249-32510,906.78,1580.0832,673.3032,0.15,27.786829,-98.0815642
42-249-32538,2279.2944,2781.3,502.0056,0.15,27.2801118,-98.0598459
42-249-32584,955.8528,1145.4384,189.5856,0.15,27.9355004,-98.2188381
42-249-32589,2133.6,3596.64,1463.04,0.15,27.2670191,-98.1717303
42-249-32590,2133.6,3596.64,1463.04,0.15,27.2727944,-98.1696223
42-249-32592,1066.8,1706.88,640.08,0.15,27.9425934,-97.8814021
42-249-32594,2133.6,2743.2,609.6,0.15,27.2895741,-98.1482057
42-249-32605,2102.5104,2234.184,131.6736,0.15,27.475406,-98.0702007
42-249-32608,2133.6,3596.64,1463.04,0.15,27.6580644,-97.948992
42-249-32610,1097.28,1706.88,609.6,0.15,27.9583901,-97.8926746
42-249-32615,1100.328,1728.216,627.888,0.15,27.8077478,-97.95949
42-249-32620,960.12,1767.84,807.72,0.15,27.7124698,-98.0045048
42-249-32623,2133.6,3596.64,1463.04,0.15,27.6490477,-97.9482558
42-249-32624,2133.6,3596.64,1463.04,0.15,27.6628005,-97.951492
42-249-32625,2133.6,3596.64,1463.04,0.15,27.6923256,-97.9486114
42-249-32626,2133.6,3596.64,1463.04,0.15,27.6878061,-97.9523726
42-249-32632,1415.4912,1528.2672,112.776,0.15,27.7516699,-98.1008999
42-249-32633,699.2112,1049.7312,350.52,0.15,27.9369288,-98.2305654
42-249-32636,1280.16,1524,243.84,0.15,27.9597458,-97.9266145
42-249-32640,649.224,1565.4528,916.2288,0.15,27.984928,-97.9451151
42-249-32644,905.8656,1759.9152,854.0496,0.15,27.9412101,-97.899097
42-255-31324,228.6,728.472,499.872,0.15,28.6814166,-97.7945216
42-255-31434,457.2,710.184,252.984,0.15,28.7862713,-97.6983673
42-255-31435,426.72,652.272,225.552,0.15,28.7837582,-97.6570807
42-255-31439,445.008,606.552,161.544,0.15,28.7738667,-97.703355
42-255-31440,460.248,694.944,234.696,0.15,28.7740641,-97.6847327
42-255-31470,365.76,640.08,274.32,0.15,28.7750427,-97.6767151
42-255-31545,365.76,822.96,457.2,0.15,28.7791524,-97.6685194
42-255-33769,91.44,365.76,274.32,0.15,29.0661588,-97.6733502
42-255-33780,91.44,365.76,274.32,0.15,29.0625912,-97.6750588
42-255-33783,91.44,365.76,274.32,0.15,29.0873967,-97.6826029
42-255-33786,91.44,365.76,274.32,0.15,29.0865458,-97.68506
42-255-33809,91.44,640.08,548.64,0.15,29.0890247,-97.6774235
42-255-33810,91.44,365.76,274.32,0.15,29.0896015,-97.6761065
42-255-33811,91.44,365.76,274.32,0.15,29.09005,-97.6746421
42-255-33812,91.44,365.76,274.32,0.15,29.0684649,-97.6545598
42-255-33813,91.44,365.76,274.32,0.15,29.0697726,-97.6538953
42-255-33814,91.44,365.76,274.32,0.15,29.0750832,-97.6607563
42-255-33825,91.44,365.76,274.32,0.15,29.067304,-97.6556469
42-255-33826,91.44,365.76,274.32,0.15,29.0589297,-97.6816559
42-255-33827,91.44,365.76,274.32,0.15,29.0832949,-97.692312
42-255-33828,91.44,365.76,274.32,0.15,29.0600679,-97.6790579
42-255-33831,91.44,365.76,274.32,0.15,29.0615256,-97.6776572
42-255-33852,91.44,365.76,274.32,0.15,29.0622289,-97.6619864
42-261-30397,731.52,2621.28,1889.76,0.15,27.2283955,-97.9483836
42-261-30398,731.52,2621.28,1889.76,0.15,27.2196602,-97.9422985
42-261-30413,731.52,2621.28,1889.76,0.15,27.2252738,-97.9475519
42-261-30416,731.52,2621.28,1889.76,0.15,27.2095242,-97.9512
42-261-30525,731.52,2621.28,1889.76,0.15,27.202994,-97.9548089
42-261-30541,731.52,2621.28,1889.76,0.15,27.2046819,-97.9488419
42-261-30557,1524,3017.52,1493.52,0.15,27.1204196,-97.8360413
42-261-30865,731.52,2621.28,1889.76,0.15,27.2074536,-97.9453515
42-261-31143,1935.48,3867.912,1932.432,0.15,26.8523499,-97.9825776
42-261-31271,2453.64,3657.6,1203.96,0.15,26.9054605,-97.9572223
42-261-31287,2560.32,3598.4688,1038.1488,0.15,26.9095628,-97.9532078
42-261-31290,2557.272,3537.5088,980.2368,0.15,26.9167373,-97.9480713
42-261-31296,2395.728,3462.528,1066.8,0.15,26.854451,-97.9356365
42-261-31305,2545.08,3678.0216,1132.9416,0.15,26.9028362,-97.9534944
42-261-31311,3792.9312,5219.7,1426.7688,0.15,27.2649677,-97.6295329
42-261-31314,2441.448,3547.872,1106.424,0.15,26.8573643,-97.9374163
42-261-31320,2545.08,3741.1152,1196.0352,0.15,26.8961491,-97.958218
42-261-31324,2426.208,3636.264,1210.056,0.15,26.8536977,-97.9440353
42-261-31339,2410.968,3621.024,1210.056,0.15,26.8497273,-97.9444365
42-261-31348,2395.728,3674.0592,1278.3312,0.15,26.8452289,-97.9470888
42-261-31366,2380.488,3715.8168,1335.3288,0.15,26.8415468,-97.9470475
42-261-31371,2414.016,3605.784,1191.768,0.15,26.8511971,-97.9411122
42-261-31374,2426.208,3621.024,1194.816,0.15,26.8545465,-97.9407598
42-261-31381,2398.776,3630.168,1231.392,0.15,26.8474816,-97.9429788
42-261-31382,789.432,3048,2258.568,0.15,27.2034216,-97.9086218
42-261-31383,2404.872,3640.836,1235.964,0.15,26.8481922,-97.9387318
42-261-31384,2569.464,3567.3792,997.9152,0.15,26.9138141,-97.9511809
42-261-31388,2374.392,3837.432,1463.04,0.15,26.8461943,-97.9578854
42-261-31390,2532.888,3604.26,1071.372,0.15,26.893578,-97.9645007
42-261-31397,2343.912,3770.376,1426.464,0.15,26.8383679,-97.9551396
42-261-31400,2417.064,3590.544,1173.48,0.15,26.8512574,-97.9331754
42-261-31401,1840.0776,5283.708,3443.6304,0.15,27.2402889,-97.6488833
42-261-31405,789.432,3048,2258.568,0.15,27.2182826,-97.9154172
42-261-31409,2439.924,3557.016,1117.092,0.15,26.8639937,-97.9388509
42-261-31415,2426.208,3553.968,1127.76,0.15,26.8432564,-97.9420096
42-261-31423,2420.112,3672.84,1252.728,0.15,26.8520937,-97.9476947
42-261-31430,2418.588,3605.784,1187.196,0.15,26.8396841,-97.9420608
42-261-31435,2423.16,3602.736,1179.576,0.15,26.8415506,-97.9386581
42-261-31443,2404.872,3621.024,1216.152,0.15,26.836847,-97.9439426
42-261-31447,2374.392,3813.048,1438.656,0.15,26.8462453,-97.9633045
42-261-31454,2343.912,3805.428,1461.516,0.15,26.8380433,-97.9632816
42-261-31475,2456.688,3660.648,1203.96,0.15,26.8482656,-97.948153
42-261-31484,2359.152,3727.704,1368.552,0.15,26.8429687,-97.9592298
42-261-31520,1016.508,3093.72,2077.212,0.15,26.8136509,-97.9465346
42-261-31570,3992.88,3438.144,-554.736,0.15,26.7028729,-97.9422225
42-261-31571,3992.88,3438.144,-554.736,0.15,26.7069813,-97.9345887
42-261-31576,3992.88,3438.144,-554.736,0.15,27.2272795,-97.7514326
42-261-31596,670.56,3438.144,2767.584,0.15,26.6505692,-97.9200262
42-273-32073,1524,2560.32,1036.32,0.15,27.4985673,-97.8894589
42-273-32074,762,2560.32,1798.32,0.15,27.4975981,-97.8834845
42-273-32182,1758.696,2511.552,752.856,0.15,27.3331043,-98.0308998
42-273-32198,1714.5,2499.36,784.86,0.15,27.3359493,-98.0302651
42-273-32224,2602.992,2573.1216,-29.8704,0.15,27.3250875,-98.042923
42-273-32227,2590.1904,2905.9632,315.7728,0.15,27.3269146,-98.0468778
42-273-32228,2652.6744,2652.6744,0,0.15,27.3268731,-98.0405982
42-273-32245,2627.6808,3050.1336,422.4528,0.15,27.3304511,-98.0421321
42-273-32279,1789.7856,2615.184,825.3984,0.15,27.3120204,-98.0269059
42-273-32287,1466.088,2392.68,926.592,0.15,27.6015992,-97.9312347
42-273-32292,1169.8224,2306.1168,1136.2944,0.15,27.6328986,-97.9380886
42-273-32348,695.5536,2779.776,2084.2224,0.15,27.4585062,-97.8958967
42-273-32352,1560.576,2568.5496,1007.9736,0.15,27.460986,-97.9081968
42-273-32355,2594.1528,3036.1128,441.96,0.15,27.4465281,-97.894023
42-273-32362,1569.1104,2589.8856,1020.7752,0.15,27.4583532,-97.9082212
42-273-32366,1579.7784,2628.2904,1048.512,0.15,27.4550479,-97.9081612
42-273-32369,1552.6512,2564.2824,1011.6312,0.15,27.4662677,-97.9045525
42-273-32375,1639.824,2983.3824,1343.5584,0.15,27.4508045,-97.8885612
42-273-32379,3201.924,3433.572,231.648,0.15,27.366365,-97.7511936
42-273-32380,1563.624,2630.7288,1067.1048,0.15,27.4631357,-97.9052528
42-273-32382,1627.632,2952.5976,1324.9656,0.15,27.4559763,-97.8845323
42-273-32385,1530.4008,2563.6728,1033.272,0.15,27.4662412,-97.9003728
42-273-32389,1566.672,2634.996,1068.324,0.15,27.4607744,-97.9002815
42-273-32391,1603.248,2956.56,1353.312,0.15,27.4495048,-97.8949793
42-273-32393,1607.2104,2775.5088,1168.2984,0.15,27.4568179,-97.8910316
42-273-32397,2421.3312,2673.096,251.7648,0.15,27.4569833,-97.9002767
42-273-32398,1592.2752,2765.1456,1172.8704,0.15,27.4502918,-97.8986729
42-273-32416,1371.6,2697.48,1325.88,0.15,27.4317727,-97.8025615
42-273-32474,1594.4088,2744.4192,1150.0104,0.15,27.4497801,-97.8244131
42-273-32524,2316.48,2560.32,243.84,0.15,27.4694215,-97.9236931
42-273-32627,4282.44,2651.76,-1630.68,0.15,27.3755472,-97.9998612
42-273-32628,4282.44,2651.76,-1630.68,0.15,27.3455917,-98.0370556
42-273-32629,4282.44,2651.76,-1630.68,0.15,27.4126444,-97.9342944
42-273-32630,4282.44,2651.76,-1630.68,0.15,27.4190166,-97.9291972
42-273-32631,4282.44,2651.76,-1630.68,0.15,27.4400111,-97.9861528
42-273-32636,4282.44,2651.76,-1630.68,0.15,27.4715778,-97.9359778
42-273-32638,4282.44,2651.76,-1630.68,0.15,27.3519277,-98.0342112
42-273-32640,4282.44,2651.76,-1630.68,0.15,27.469428,-97.9321443
